pwsid,year,month,produced_or_delivery,produced_or_delivery_type,population,acre_feet
CA0110010,2019,Nov,water produced,non-potable (total excluded recycled),43,205.61548595
CA0110010,2019,Nov,water produced,purchased or received from another pws,43,0
CA0110010,2019,Nov,water produced,recycled,43,0
CA0110010,2019,Nov,water produced,surface water,43,1362.5862054
CA0110010,2019,Nov,water produced,sold to another pws,43,3099.5767284999997
CA0110010,2019,Nov,water produced,total amount of potable water,43,3157.88559765
CA0110010,2019,Oct,water produced,groundwater wells,43,908.3908035999999
CA0110010,2019,Oct,water produced,non-potable (total excluded recycled),43,454.19540179999996
CA0110010,2019,Oct,water produced,purchased or received from another pws,43,0
CA0110010,2019,Oct,water produced,recycled,43,0
CA0110010,2019,Oct,water produced,surface water,43,2814.1701584499997
CA0110010,2019,Oct,water produced,sold to another pws,43,3612.08099945
CA0110010,2019,Oct,water produced,total amount of potable water,43,3722.56096205
CA0110010,2019,Sep,water produced,groundwater wells,43,386.67986909999996
CA0110010,2019,Sep,water produced,non-potable (total excluded recycled),43,629.12200925
CA0110010,2019,Sep,water produced,purchased or received from another pws,43,0
CA0110010,2019,Sep,water produced,recycled,43,0
CA0110010,2019,Sep,water produced,surface water,43,3648.9076536499997
CA0110010,2019,Sep,water produced,sold to another pws,43,3922.0386722999997
CA0110010,2019,Sep,water produced,total amount of potable water,43,4035.5875227499996
CA0110011,2019,Annual,water produced,groundwater wells,31074,0
CA0110011,2019,Annual,water produced,non-potable (total excluded recycled),31074,0
CA0110011,2019,Annual,water produced,purchased or received from another pws,31074,5746.13961828
CA0110011,2019,Annual,water produced,recycled,31074,87.02731221
CA0110011,2019,Annual,water produced,surface water,31074,0
CA0110011,2019,Annual,water produced,sold to another pws,31074,0
CA0110011,2019,Annual,water produced,total amount of potable water,31074,5746.13961828
CA0110011,2019,Apr,water produced,groundwater wells,31074,0
CA0110011,2019,Apr,water produced,non-potable (total excluded recycled),31074,0
CA0110011,2019,Apr,water produced,purchased or received from another pws,31074,390.13644567
CA0110011,2019,Apr,water produced,recycled,31074,4.34114979
CA0110011,2019,Apr,water produced,surface water,31074,0
CA0110011,2019,Apr,water produced,sold to another pws,31074,0
CA0110011,2019,Apr,water produced,total amount of potable water,31074,390.13644567
CA0110011,2019,Aug,water produced,groundwater wells,31074,0
CA0110011,2019,Aug,water produced,non-potable (total excluded recycled),31074,0
CA0110011,2019,Aug,water produced,purchased or received from another pws,31074,762.89222235
CA0110011,2019,Aug,water produced,recycled,31074,16.22823261
CA0110011,2019,Aug,water produced,surface water,31074,0
CA0110011,2019,Aug,water produced,sold to another pws,31074,0
CA0110011,2019,Aug,water produced,total amount of potable water,31074,762.89222235
CA0110011,2019,Dec,water produced,groundwater wells,31074,0
CA0110011,2019,Dec,water produced,non-potable (total excluded recycled),31074,0
CA0110011,2019,Dec,water produced,purchased or received from another pws,31074,293.30194578
CA0110011,2019,Dec,water produced,recycled,31074,1.31772606
CA0110011,2019,Dec,water produced,surface water,31074,0
CA0110011,2019,Dec,water produced,sold to another pws,31074,0
CA0110011,2019,Dec,water produced,total amount of potable water,31074,293.30194578
CA0110011,2019,Feb,water produced,groundwater wells,31074,0
CA0110011,2019,Feb,water produced,non-potable (total excluded recycled),31074,0
CA0110011,2019,Feb,water produced,purchased or received from another pws,31074,228.60021882
CA0110011,2019,Feb,water produced,recycled,31074,0.13774139999999999
CA0110011,2019,Feb,water produced,surface water,31074,0
CA0110011,2019,Feb,water produced,sold to another pws,31074,0
CA0110011,2019,Feb,water produced,total amount of potable water,31074,228.60021882
CA0110011,2019,Jan,water produced,groundwater wells,31074,0
CA0110011,2019,Jan,water produced,non-potable (total excluded recycled),31074,0
CA0110011,2019,Jan,water produced,purchased or received from another pws,31074,271.14165021
CA0110011,2019,Jan,water produced,recycled,31074,0.31221384
CA0110011,2019,Jan,water produced,surface water,31074,0
CA0110011,2019,Jan,water produced,sold to another pws,31074,0
CA0110011,2019,Jan,water produced,total amount of potable water,31074,271.14165021
CA0110011,2019,Jul,water produced,groundwater wells,31074,0
CA0110011,2019,Jul,water produced,non-potable (total excluded recycled),31074,0
CA0110011,2019,Jul,water produced,purchased or received from another pws,31074,737.8118091
CA0110011,2019,Jul,water produced,recycled,31074,16.45321023
CA0110011,2019,Jul,water produced,surface water,31074,0
CA0110011,2019,Jul,water produced,sold to another pws,31074,0
CA0110011,2019,Jul,water produced,total amount of potable water,31074,737.8118091
CA0110011,2019,Jun,water produced,groundwater wells,31074,0
CA0110011,2019,Jun,water produced,non-potable (total excluded recycled),31074,0
CA0110011,2019,Jun,water produced,purchased or received from another pws,31074,676.59493956
CA0110011,2019,Jun,water produced,recycled,31074,10.42472829
CA0110011,2019,Jun,water produced,surface water,31074,0
CA0110011,2019,Jun,water produced,sold to another pws,31074,0
CA0110011,2019,Jun,water produced,total amount of potable water,31074,676.59493956
CA0110011,2019,Mar,water produced,groundwater wells,31074,0
CA0110011,2019,Mar,water produced,non-potable (total excluded recycled),31074,0
CA0110011,2019,Mar,water produced,purchased or received from another pws,31074,264.67239579
CA0110011,2019,Mar,water produced,recycled,31074,0.25941297
CA0110011,2019,Mar,water produced,surface water,31074,0
CA0110011,2019,Mar,water produced,sold to another pws,31074,0
CA0110011,2019,Mar,water produced,total amount of potable water,31074,264.67239579
CA0110011,2019,May,water produced,groundwater wells,31074,0
CA0110011,2019,May,water produced,non-potable (total excluded recycled),31074,0
CA0110011,2019,May,water produced,purchased or received from another pws,31074,360.16391703
CA0110011,2019,May,water produced,recycled,31074,9.46053849
CA0110011,2019,May,water produced,surface water,31074,0
CA0110011,2019,May,water produced,sold to another pws,31074,0
CA0110011,2019,May,water produced,total amount of potable water,31074,360.16391703
CA0110011,2019,Nov,water produced,groundwater wells,31074,0
CA0110011,2019,Nov,water produced,non-potable (total excluded recycled),31074,0
CA0110011,2019,Nov,water produced,purchased or received from another pws,31074,490.99069875
CA0110011,2019,Nov,water produced,recycled,31074,7.16025711
CA0110011,2019,Nov,water produced,surface water,31074,0
CA0110011,2019,Nov,water produced,sold to another pws,31074,0
CA0110011,2019,Nov,water produced,total amount of potable water,31074,490.99069875
CA0110011,2019,Oct,water produced,groundwater wells,31074,0
CA0110011,2019,Oct,water produced,non-potable (total excluded recycled),31074,0
CA0110011,2019,Oct,water produced,purchased or received from another pws,31074,606.12643932
CA0110011,2019,Oct,water produced,recycled,31074,10.34437914
CA0110011,2019,Oct,water produced,surface water,31074,0
CA0110011,2019,Oct,water produced,sold to another pws,31074,0
CA0110011,2019,Oct,water produced,total amount of potable water,31074,606.12643932
CA0110011,2019,Sep,water produced,groundwater wells,31074,0
CA0110011,2019,Sep,water produced,non-potable (total excluded recycled),31074,0
CA0110011,2019,Sep,water produced,purchased or received from another pws,31074,663.7069359
CA0110011,2019,Sep,water produced,recycled,31074,10.58772228
CA0110011,2019,Sep,water produced,surface water,31074,0
CA0110011,2019,Sep,water produced,sold to another pws,31074,0
CA0110011,2019,Sep,water produced,total amount of potable water,31074,663.7069359
CA0110018,2019,Annual,water produced,groundwater wells,0,284.3606280170998
CA0110018,2019,Annual,water produced,non-potable (total excluded recycled),0,0
CA0110018,2019,Annual,water produced,purchased or received from another pws,0,0
CA0110018,2019,Annual,water produced,recycled,0,0
CA0110018,2019,Annual,water produced,surface water,0,0
CA0110018,2019,Annual,water produced,sold to another pws,0,284.3606280170998
CA0110018,2019,Annual,water produced,total amount of potable water,0,284.3606280170998
CA0110018,2019,Apr,water produced,groundwater wells,0,7.5805199308886575
CA0110018,2019,Apr,water produced,non-potable (total excluded recycled),0,0
CA0110018,2019,Apr,water produced,purchased or received from another pws,0,0
CA0110018,2019,Apr,water produced,recycled,0,0
CA0110018,2019,Apr,water produced,surface water,0,0
CA0110018,2019,Apr,water produced,sold to another pws,0,7.5805199308886575
CA0110018,2019,Apr,water produced,total amount of potable water,0,7.5805199308886575
CA0110018,2019,Aug,water produced,groundwater wells,0,63.26244817416549
CA0110018,2019,Aug,water produced,non-potable (total excluded recycled),0,0
CA0110018,2019,Aug,water produced,purchased or received from another pws,0,0
CA0110018,2019,Aug,water produced,recycled,0,0
CA0110018,2019,Aug,water produced,surface water,0,0
CA0110018,2019,Aug,water produced,sold to another pws,0,63.26244817416549
CA0110018,2019,Aug,water produced,total amount of potable water,0,63.26244817416549
CA0110018,2019,Dec,water produced,groundwater wells,0,8.954853598730708
CA0110018,2019,Dec,water produced,non-potable (total excluded recycled),0,0
CA0110018,2019,Dec,water produced,purchased or received from another pws,0,0
CA0110018,2019,Dec,water produced,recycled,0,0
CA0110018,2019,Dec,water produced,surface water,0,0
CA0110018,2019,Dec,water produced,sold to another pws,0,8.954853598730708
CA0110018,2019,Dec,water produced,total amount of potable water,0,8.954853598730708
CA0110018,2019,Feb,water produced,groundwater wells,0,4.9714255902237525
CA0110018,2019,Feb,water produced,non-potable (total excluded recycled),0,0
CA0110018,2019,Feb,water produced,purchased or received from another pws,0,0
CA0110018,2019,Feb,water produced,recycled,0,0
CA0110018,2019,Feb,water produced,surface water,0,0
CA0110018,2019,Feb,water produced,sold to another pws,0,4.9714255902237525
CA0110018,2019,Feb,water produced,total amount of potable water,0,4.9714255902237525
CA0110018,2019,Jan,water produced,groundwater wells,0,7.579191102681901
CA0110018,2019,Jan,water produced,non-potable (total excluded recycled),0,0
CA0110018,2019,Jan,water produced,purchased or received from another pws,0,0
CA0110018,2019,Jan,water produced,recycled,0,0
CA0110018,2019,Jan,water produced,surface water,0,0
CA0110018,2019,Jan,water produced,sold to another pws,0,7.579191102681901
CA0110018,2019,Jan,water produced,total amount of potable water,0,7.579191102681901
CA0110018,2019,Jul,water produced,groundwater wells,0,67.1554330046555
CA0110018,2019,Jul,water produced,non-potable (total excluded recycled),0,0
CA0110018,2019,Jul,water produced,purchased or received from another pws,0,0
CA0110018,2019,Jul,water produced,recycled,0,0
CA0110018,2019,Jul,water produced,surface water,0,0
CA0110018,2019,Jul,water produced,sold to another pws,0,67.1554330046555
CA0110018,2019,Jul,water produced,total amount of potable water,0,67.1554330046555
CA0110018,2019,Jun,water produced,groundwater wells,0,41.046330991772315
CA0110018,2019,Jun,water produced,non-potable (total excluded recycled),0,0
CA0110018,2019,Jun,water produced,purchased or received from another pws,0,0
CA0110018,2019,Jun,water produced,recycled,0,0
CA0110018,2019,Jun,water produced,surface water,0,0
CA0110018,2019,Jun,water produced,sold to another pws,0,41.046330991772315
CA0110018,2019,Jun,water produced,total amount of potable water,0,41.046330991772315
CA0110018,2019,Mar,water produced,groundwater wells,0,6.490626083700833
CA0110018,2019,Mar,water produced,non-potable (total excluded recycled),0,0
CA0110018,2019,Mar,water produced,purchased or received from another pws,0,0
CA0110018,2019,Mar,water produced,recycled,0,0
CA0110018,2019,Mar,water produced,surface water,0,0
CA0110018,2019,Mar,water produced,sold to another pws,0,6.490626083700833
CA0110018,2019,Mar,water produced,total amount of potable water,0,6.490626083700833
CA0110018,2019,May,water produced,groundwater wells,0,21.448950593983138
CA0110018,2019,May,water produced,non-potable (total excluded recycled),0,0
CA0110018,2019,May,water produced,purchased or received from another pws,0,0
CA0110018,2019,May,water produced,recycled,0,0
CA0110018,2019,May,water produced,surface water,0,0
CA0110018,2019,May,water produced,sold to another pws,0,21.448950593983138
CA0110018,2019,May,water produced,total amount of potable water,0,21.448950593983138
CA0110018,2019,Nov,water produced,groundwater wells,0,16.46122921212456
CA0110018,2019,Nov,water produced,non-potable (total excluded recycled),0,0
CA0110018,2019,Nov,water produced,purchased or received from another pws,0,0
CA0110018,2019,Nov,water produced,recycled,0,0
CA0110018,2019,Nov,water produced,surface water,0,0
CA0110018,2019,Nov,water produced,sold to another pws,0,16.46122921212456
CA0110018,2019,Nov,water produced,total amount of potable water,0,16.46122921212456
CA0110018,2019,Oct,water produced,groundwater wells,0,21.141810213870755
CA0110018,2019,Oct,water produced,non-potable (total excluded recycled),0,0
CA0110018,2019,Oct,water produced,purchased or received from another pws,0,0
CA0110018,2019,Oct,water produced,recycled,0,0
CA0110018,2019,Oct,water produced,surface water,0,0
CA0110018,2019,Oct,water produced,sold to another pws,0,21.141810213870755
CA0110018,2019,Oct,water produced,total amount of potable water,0,21.141810213870755
CA0110018,2019,Sep,water produced,groundwater wells,0,18.267809520302222
CA0110018,2019,Sep,water produced,non-potable (total excluded recycled),0,0
CA0110018,2019,Sep,water produced,purchased or received from another pws,0,0
CA0110018,2019,Sep,water produced,recycled,0,0
CA0110018,2019,Sep,water produced,surface water,0,0
CA0110018,2019,Sep,water produced,sold to another pws,0,18.267809520302222
CA0110018,2019,Sep,water produced,total amount of potable water,0,18.267809520302222
CA0110012,2019,Annual,water delivered,agriculture,NA,1.2069872426354378
CA0110012,2019,Annual,water delivered,commercial/institutional,NA,20.229175297912235
CA0110012,2019,Annual,water delivered,industrial,NA,0
CA0110012,2019,Annual,water delivered,landscape irrigation,NA,0.8055706442515137
CA0110012,2019,Annual,water delivered,multi-family residential,NA,0.519019429125582
CA0110012,2019,Annual,water delivered,other,NA,0
CA0110012,2019,Annual,water delivered,other pws,NA,0
CA0110012,2019,Annual,water delivered,single-family residential,NA,28.974543579734295
CA0110012,2019,Annual,water delivered,total retail,NA,50.528308951023625
CA0110012,2019,Apr,water delivered,agriculture,NA,0.0022955277105179976
CA0110012,2019,Apr,water delivered,commercial/institutional,NA,2.133969206784696
CA0110012,2019,Apr,water delivered,industrial,NA,0
CA0110012,2019,Apr,water delivered,landscape irrigation,NA,0.02805269893294788
CA0110012,2019,Apr,water delivered,multi-family residential,NA,0.03879380453029145
CA0110012,2019,Apr,water delivered,other,NA,0
CA0110012,2019,Apr,water delivered,other pws,NA,0
CA0110012,2019,Apr,water delivered,single-family residential,NA,2.496868200496546
CA0110012,2019,Apr,water delivered,total retail,NA,4.697683910744481
CA0110012,2019,Aug,water delivered,agriculture,NA,0.2903842553805267
CA0110012,2019,Aug,water delivered,commercial/institutional,NA,5.513535327496309
CA0110012,2019,Aug,water delivered,industrial,NA,0
CA0110012,2019,Aug,water delivered,landscape irrigation,NA,0.30815311292584646
CA0110012,2019,Aug,water delivered,multi-family residential,NA,0.13589646801759087
CA0110012,2019,Aug,water delivered,other,NA,0
CA0110012,2019,Aug,water delivered,other pws,NA,0
CA0110012,2019,Aug,water delivered,single-family residential,NA,7.519851097587548
CA0110012,2019,Aug,water delivered,total retail,NA,13.477436006027295
CA0110012,2019,Dec,water delivered,agriculture,NA,0.0022955277105179976
CA0110012,2019,Dec,water delivered,commercial/institutional,NA,2.5434447032539413
CA0110012,2019,Dec,water delivered,industrial,NA,0
CA0110012,2019,Dec,water delivered,landscape irrigation,NA,0.10100321926279189
CA0110012,2019,Dec,water delivered,multi-family residential,NA,0.06197924818398593
CA0110012,2019,Dec,water delivered,other,NA,0
CA0110012,2019,Dec,water delivered,other pws,NA,0
CA0110012,2019,Dec,water delivered,single-family residential,NA,3.879441830775416
CA0110012,2019,Dec,water delivered,total retail,NA,6.5858690014761345
CA0110012,2019,Feb,water delivered,agriculture,NA,0.002982958468747986
CA0110012,2019,Feb,water delivered,commercial/institutional,NA,1.2563871217212774
CA0110012,2019,Feb,water delivered,industrial,NA,0
CA0110012,2019,Feb,water delivered,landscape irrigation,NA,0.02703996611948406
CA0110012,2019,Feb,water delivered,multi-family residential,NA,0.035810846061543465
CA0110012,2019,Feb,water delivered,other,NA,0
CA0110012,2019,Feb,water delivered,other pws,NA,0
CA0110012,2019,Feb,water delivered,single-family residential,NA,2.543193054494232
CA0110012,2019,Feb,water delivered,total retail,NA,3.862430988396537
CA0110012,2019,Jan,water delivered,agriculture,NA,0
CA0110012,2019,Jan,water delivered,commercial/institutional,NA,0
CA0110012,2019,Jan,water delivered,industrial,NA,0
CA0110012,2019,Jan,water delivered,landscape irrigation,NA,0
CA0110012,2019,Jan,water delivered,multi-family residential,NA,0
CA0110012,2019,Jan,water delivered,other,NA,0
CA0110012,2019,Jan,water delivered,other pws,NA,0
CA0110012,2019,Jan,water delivered,single-family residential,NA,0
CA0110012,2019,Jan,water delivered,total retail,NA,0
CA0110012,2019,Jul,water delivered,agriculture,NA,0
CA0110012,2019,Jul,water delivered,commercial/institutional,NA,0
CA0110012,2019,Jul,water delivered,industrial,NA,0
CA0110012,2019,Jul,water delivered,landscape irrigation,NA,0
CA0110012,2019,Jul,water delivered,multi-family residential,NA,0
CA0110012,2019,Jul,water delivered,other,NA,0
CA0110012,2019,Jul,water delivered,other pws,NA,0
CA0110012,2019,Jul,water delivered,single-family residential,NA,0.01079020779436
CA0110012,2019,Jul,water delivered,total retail,NA,0.01079020779436
CA0110012,2019,Jun,water delivered,agriculture,NA,0.0068865831315539925
CA0110012,2019,Jun,water delivered,commercial/institutional,NA,4.752132109461073
CA0110012,2019,Jun,water delivered,industrial,NA,0
CA0110012,2019,Jun,water delivered,landscape irrigation,NA,0.10258676511657168
CA0110012,2019,Jun,water delivered,multi-family residential,NA,0.12487609367471636
CA0110012,2019,Jun,water delivered,other,NA,0
CA0110012,2019,Jun,water delivered,other pws,NA,0
CA0110012,2019,Jun,water delivered,single-family residential,NA,5.034528051164489
CA0110012,2019,Jun,water delivered,total retail,NA,10.01412301941685
CA0110012,2019,Mar,water delivered,agriculture,NA,0
CA0110012,2019,Mar,water delivered,commercial/institutional,NA,0
CA0110012,2019,Mar,water delivered,industrial,NA,0
CA0110012,2019,Mar,water delivered,landscape irrigation,NA,0
CA0110012,2019,Mar,water delivered,multi-family residential,NA,0
CA0110012,2019,Mar,water delivered,other,NA,0
CA0110012,2019,Mar,water delivered,other pws,NA,0
CA0110012,2019,Mar,water delivered,single-family residential,NA,0
CA0110012,2019,Mar,water delivered,total retail,NA,0
CA0110012,2019,May,water delivered,agriculture,NA,0
CA0110012,2019,May,water delivered,commercial/institutional,NA,0
CA0110012,2019,May,water delivered,industrial,NA,0
CA0110012,2019,May,water delivered,landscape irrigation,NA,0
CA0110012,2019,May,water delivered,multi-family residential,NA,0
CA0110012,2019,May,water delivered,other,NA,0
CA0110012,2019,May,water delivered,other pws,NA,0
CA0110012,2019,May,water delivered,single-family residential,NA,0.01104185655406919
CA0110012,2019,May,water delivered,total retail,NA,0.01104185655406919
CA0110012,2019,Nov,water delivered,agriculture,NA,0
CA0110012,2019,Nov,water delivered,commercial/institutional,NA,0
CA0110012,2019,Nov,water delivered,industrial,NA,0
CA0110012,2019,Nov,water delivered,landscape irrigation,NA,0
CA0110012,2019,Nov,water delivered,multi-family residential,NA,0
CA0110012,2019,Nov,water delivered,other,NA,0
CA0110012,2019,Nov,water delivered,other pws,NA,0
CA0110012,2019,Nov,water delivered,single-family residential,NA,0
CA0110012,2019,Nov,water delivered,total retail,NA,0
CA0110012,2019,Oct,water delivered,agriculture,NA,0.902142390233573
CA0110012,2019,Oct,water delivered,commercial/institutional,NA,4.0297068291949385
CA0110012,2019,Oct,water delivered,industrial,NA,0
CA0110012,2019,Oct,water delivered,landscape irrigation,NA,0.23873488189387174
CA0110012,2019,Oct,water delivered,multi-family residential,NA,0.12166296865745387
CA0110012,2019,Oct,water delivered,other,NA,0
CA0110012,2019,Oct,water delivered,other pws,NA,0
CA0110012,2019,Oct,water delivered,single-family residential,NA,7.478829280867636
CA0110012,2019,Oct,water delivered,total retail,NA,11.8689339606139
CA0110012,2019,Sep,water delivered,agriculture,NA,0
CA0110012,2019,Sep,water delivered,commercial/institutional,NA,0
CA0110012,2019,Sep,water delivered,industrial,NA,0
CA0110012,2019,Sep,water delivered,landscape irrigation,NA,0
CA0110012,2019,Sep,water delivered,multi-family residential,NA,0
CA0110012,2019,Sep,water delivered,other,NA,0
CA0110012,2019,Sep,water delivered,other pws,NA,0
CA0110012,2019,Sep,water delivered,single-family residential,NA,0
CA0110012,2019,Sep,water delivered,total retail,NA,0
CA0110016,2019,Annual,water delivered,agriculture,NA,0
CA0110016,2019,Annual,water delivered,commercial/institutional,NA,0
CA0110016,2019,Annual,water delivered,industrial,NA,0
CA0110016,2019,Annual,water delivered,landscape irrigation,NA,0
CA0110016,2019,Annual,water delivered,multi-family residential,NA,0
CA0110016,2019,Annual,water delivered,other,NA,228.93903360999997
CA0110016,2019,Annual,water delivered,other pws,NA,0
CA0110016,2019,Annual,water delivered,single-family residential,NA,0
CA0110016,2019,Annual,water delivered,total retail,NA,228.93903360999997
CA0110016,2019,Apr,water delivered,agriculture,NA,0
CA0110016,2019,Apr,water delivered,commercial/institutional,NA,0
CA0110016,2019,Apr,water delivered,industrial,NA,0
CA0110016,2019,Apr,water delivered,landscape irrigation,NA,0
CA0110016,2019,Apr,water delivered,multi-family residential,NA,0
CA0110016,2019,Apr,water delivered,other,NA,14.730661679999999
CA0110016,2019,Apr,water delivered,other pws,NA,0
CA0110016,2019,Apr,water delivered,single-family residential,NA,0
CA0110016,2019,Apr,water delivered,total retail,NA,14.730661679999999
CA0110016,2019,Aug,water delivered,agriculture,NA,0
CA0110016,2019,Aug,water delivered,commercial/institutional,NA,0
CA0110016,2019,Aug,water delivered,industrial,NA,0
CA0110016,2019,Aug,water delivered,landscape irrigation,NA,0
CA0110016,2019,Aug,water delivered,multi-family residential,NA,0
CA0110016,2019,Aug,water delivered,other,NA,25.471769155
CA0110016,2019,Aug,water delivered,other pws,NA,0
CA0110016,2019,Aug,water delivered,single-family residential,NA,0
CA0110016,2019,Aug,water delivered,total retail,NA,25.471769155
CA0110016,2019,Dec,water delivered,agriculture,NA,0
CA0110016,2019,Dec,water delivered,commercial/institutional,NA,0
CA0110016,2019,Dec,water delivered,industrial,NA,0
CA0110016,2019,Dec,water delivered,landscape irrigation,NA,0
CA0110016,2019,Dec,water delivered,multi-family residential,NA,0
CA0110016,2019,Dec,water delivered,other,NA,23.016658874999997
CA0110016,2019,Dec,water delivered,other pws,NA,0
CA0110016,2019,Dec,water delivered,single-family residential,NA,0
CA0110016,2019,Dec,water delivered,total retail,NA,23.016658874999997
CA0110016,2019,Feb,water delivered,agriculture,NA,0
CA0110016,2019,Feb,water delivered,commercial/institutional,NA,0
CA0110016,2019,Feb,water delivered,industrial,NA,0
CA0110016,2019,Feb,water delivered,landscape irrigation,NA,0
CA0110016,2019,Feb,water delivered,multi-family residential,NA,0
CA0110016,2019,Feb,water delivered,other,NA,9.513552335
CA0110016,2019,Feb,water delivered,other pws,NA,0
CA0110016,2019,Feb,water delivered,single-family residential,NA,0
CA0110016,2019,Feb,water delivered,total retail,NA,9.513552335
CA0110016,2019,Jan,water delivered,agriculture,NA,0
CA0110016,2019,Jan,water delivered,commercial/institutional,NA,0
CA0110016,2019,Jan,water delivered,industrial,NA,0
CA0110016,2019,Jan,water delivered,landscape irrigation,NA,0
CA0110016,2019,Jan,water delivered,multi-family residential,NA,0
CA0110016,2019,Jan,water delivered,other,NA,12.88932897
CA0110016,2019,Jan,water delivered,other pws,NA,0
CA0110016,2019,Jan,water delivered,single-family residential,NA,0
CA0110016,2019,Jan,water delivered,total retail,NA,12.88932897
CA0110016,2019,Jul,water delivered,agriculture,NA,0
CA0110016,2019,Jul,water delivered,commercial/institutional,NA,0
CA0110016,2019,Jul,water delivered,industrial,NA,0
CA0110016,2019,Jul,water delivered,landscape irrigation,NA,0
CA0110016,2019,Jul,water delivered,multi-family residential,NA,0
CA0110016,2019,Jul,water delivered,other,NA,26.699324294999997
CA0110016,2019,Jul,water delivered,other pws,NA,0
CA0110016,2019,Jul,water delivered,single-family residential,NA,0
CA0110016,2019,Jul,water delivered,total retail,NA,26.699324294999997
CA0110016,2019,Jun,water delivered,agriculture,NA,0
CA0110016,2019,Jun,water delivered,commercial/institutional,NA,0
CA0110016,2019,Jun,water delivered,industrial,NA,0
CA0110016,2019,Jun,water delivered,landscape irrigation,NA,0
CA0110016,2019,Jun,water delivered,multi-family residential,NA,0
CA0110016,2019,Jun,water delivered,other,NA,21.48221495
CA0110016,2019,Jun,water delivered,other pws,NA,0
CA0110016,2019,Jun,water delivered,single-family residential,NA,0
CA0110016,2019,Jun,water delivered,total retail,NA,21.48221495
CA0110016,2019,Mar,water delivered,agriculture,NA,0
CA0110016,2019,Mar,water delivered,commercial/institutional,NA,0
CA0110016,2019,Mar,water delivered,industrial,NA,0
CA0110016,2019,Mar,water delivered,landscape irrigation,NA,0
CA0110016,2019,Mar,water delivered,multi-family residential,NA,0
CA0110016,2019,Mar,water delivered,other,NA,12.2755514
CA0110016,2019,Mar,water delivered,other pws,NA,0
CA0110016,2019,Mar,water delivered,single-family residential,NA,0
CA0110016,2019,Mar,water delivered,total retail,NA,12.2755514
CA0110016,2019,May,water delivered,agriculture,NA,0
CA0110016,2019,May,water delivered,commercial/institutional,NA,0
CA0110016,2019,May,water delivered,industrial,NA,0
CA0110016,2019,May,water delivered,landscape irrigation,NA,0
CA0110016,2019,May,water delivered,multi-family residential,NA,0
CA0110016,2019,May,water delivered,other,NA,16.57199439
CA0110016,2019,May,water delivered,other pws,NA,0
CA0110016,2019,May,water delivered,single-family residential,NA,0
CA0110016,2019,May,water delivered,total retail,NA,16.57199439
CA0110016,2019,Nov,water delivered,agriculture,NA,0
CA0110016,2019,Nov,water delivered,commercial/institutional,NA,0
CA0110016,2019,Nov,water delivered,industrial,NA,0
CA0110016,2019,Nov,water delivered,landscape irrigation,NA,0
CA0110016,2019,Nov,water delivered,multi-family residential,NA,0
CA0110016,2019,Nov,water delivered,other,NA,21.175326165
CA0110016,2019,Nov,water delivered,other pws,NA,0
CA0110016,2019,Nov,water delivered,single-family residential,NA,0
CA0110016,2019,Nov,water delivered,total retail,NA,21.175326165
CA0110016,2019,Oct,water delivered,agriculture,NA,0
CA0110016,2019,Oct,water delivered,commercial/institutional,NA,0
CA0110016,2019,Oct,water delivered,industrial,NA,0
CA0110016,2019,Oct,water delivered,landscape irrigation,NA,0
CA0110016,2019,Oct,water delivered,multi-family residential,NA,0
CA0110016,2019,Oct,water delivered,other,NA,22.402881304999998
CA0110016,2019,Oct,water delivered,other pws,NA,0
CA0110016,2019,Oct,water delivered,single-family residential,NA,0
CA0110016,2019,Oct,water delivered,total retail,NA,22.402881304999998
CA0110016,2019,Sep,water delivered,agriculture,NA,0
CA0110016,2019,Sep,water delivered,commercial/institutional,NA,0
CA0110016,2019,Sep,water delivered,industrial,NA,0
CA0110016,2019,Sep,water delivered,landscape irrigation,NA,0
CA0110016,2019,Sep,water delivered,multi-family residential,NA,0
CA0110016,2019,Sep,water delivered,other,NA,22.70977009
CA0110016,2019,Sep,water delivered,other pws,NA,0
CA0110016,2019,Sep,water delivered,single-family residential,NA,0
CA0110016,2019,Sep,water delivered,total retail,NA,22.70977009
CA0110019,2019,Annual,water delivered,agriculture,NA,NA
CA0110019,2019,Annual,water delivered,commercial/institutional,NA,NA
CA0110019,2019,Annual,water delivered,industrial,NA,NA
CA0110019,2019,Annual,water delivered,landscape irrigation,NA,NA
CA0110019,2019,Annual,water delivered,multi-family residential,NA,NA
CA0110019,2019,Annual,water delivered,other,NA,NA
CA0110019,2019,Annual,water delivered,other pws,NA,NA
CA0110019,2019,Annual,water delivered,single-family residential,NA,NA
CA0110019,2019,Annual,water delivered,total retail,NA,NA
CA0110019,2019,Apr,water delivered,agriculture,NA,NA
CA0110019,2019,Apr,water delivered,commercial/institutional,NA,NA
CA0110019,2019,Apr,water delivered,industrial,NA,NA
CA0110019,2019,Apr,water delivered,landscape irrigation,NA,NA
CA0110019,2019,Apr,water delivered,multi-family residential,NA,NA
CA0110019,2019,Apr,water delivered,other,NA,NA
CA0110019,2019,Apr,water delivered,other pws,NA,NA
CA0110019,2019,Apr,water delivered,single-family residential,NA,NA
CA0110019,2019,Apr,water delivered,total retail,NA,NA
CA0110019,2019,Aug,water delivered,agriculture,NA,NA
CA0110019,2019,Aug,water delivered,commercial/institutional,NA,NA
CA0110019,2019,Aug,water delivered,industrial,NA,NA
