org_id,supplier_name,year,water_use_acre_feet,water_supplies_acre_feet,benefit_supply_augmentation_acre_feet,benefit_demand_reduction_acre_feet
1125,hanford  city of,2025,12971,15110,NA,NA
1142,hawthorne  city of,2025,4025,4025,NA,NA
1143,hayward  city of,2025,6563,3174,NA,3389
1144,healdsburg  city of,2025,740,708,NA,NA
1154,helix water district,2025,36664,38379,NA,NA
1157,hemet  city of,2025,4017,3750,0,267
1166,hesperia water district,2025,15250,15250,NA,NA
1167,hi desert water district,2025,3056,3056,NA,NA
1181,hillsborough  town of,2025,3564,1803,NA,1716
1188,hollister  city of,2025,7140,6426,0,714
1209,humboldt bay municipal water district,2025,10083,15000,NA,NA
1210,humboldt community services district,2025,730,1235,NA,NA
1215,huntington beach  city of,2025,27983,27983,0,0
1217,huntington park  city of,2025,4477,5100,0,448
1225,imperial  city of,2025,1110,1110,0,111
1234,indian wells valley water district,2025,6930,20000,NA,NA
1236,indio  city of,2025,24972,24972,NA,NA
1238,inglewood  city of,2025,11470,14250,NA,NA
1239,inland empire utilities agency,2025,120206,153329,0,0
1245,irvine ranch water district,2025,78207,176679,NA,2419
1270,joshua basin water district,2025,NA,NA,1279,1254
1273,jurupa community service district,2025,18330,39199,NA,NA
1286,kerman  city of,2025,1086,705,NA,381
1288,kern county water agency improvement district no 4,2025,62575,59593,2982,NA
1324,la habra  city of,2025,9382,9382,0,0
1327,la palma  city of,2025,1984,1984,0,0
1333,la verne  city of,2025,6825,6981,0,0
1335,laguna beach county water district,2025,3677,3677,NA,NA
1343,lake arrowhead community services district,2025,1581,2298,0,258
1352,lake hemet municipal water district,2025,16169,16169,NA,808
1368,lakeside water district,2025,4564,4564,NA,NA
1370,lakewood  city of,2025,7138,9882,0,0
1371,lamont public utility district,2025,1303,2615,NA,NA
1384,las virgenes municipal water district,2025,24204,24204,NA,NA
1388,lathrop  city of,2025,8679,12604,0,0
1869,liberty utilities (park water) corp,2025,10230,9605,0,625
1424,lincoln  city of,2025,14870,14870,NA,NA
1425,lincoln avenue water company,2025,2069,3633,0,0
1427,linda county water district,2025,4095,29195,2420,370
1432,lindsay  city of,2025,2355,2500,NA,NA
1443,livermore  city of,2025,2040,2040,0,0
1444,livingston  city of,2025,3052,2708,NA,344
1450,lodi  city of,2025,14663,15000,0,1467
1452,loma linda  city of,2025,6191,7120,NA,NA
1456,lomita  city of,2025,2261,4000,0,226
1459,lompoc  city of,2025,5589,5784,0,0
1464,long beach  city of,2025,53964,84752,NA,NA
1473,los angeles city department of water and power,2025,655700,655700,NA,NA
1481,los angeles county waterworks district 29 - malibu & marina del rey,2025,9019,9058,NA,NA
1484,los angeles county waterworks district 40 - antelope valley,2025,55164,72165,NA,NA
1487,los banos  city of,2025,8340,8340,0,0
1506,lynwood  city of,2025,6203,7942,NA,NA
1510,madera  city of,2025,14870,14870,0,4461
1533,mammoth community water district,2025,2542,1955,NA,760
1536,manhattan beach  city of,2025,5206,4878,0,328
1539,manteca  city of,2025,16428,21227,NA,NA
1546,marin municipal water district,2025,36661,69441,0,0
1547,marina coast water district,2025,4297,10900,0,0
1554,martinez  city of,2025,4460,4139,NA,321
3056,mcfarland  city of,2025,584,1496,NA,NA
1570,mckinleyville community services district,2025,463,949,0,0
1587,menlo park  city of,2025,1296,628,0,668
1589,merced  city of,2025,19534,19534,NA,NA
1596,mesa water district,2025,18501,18501,0,0
1599,metropolitan water district of southern california,2025,1592000,1369000,223000,0
1605,mid-peninsula water district,2025,1022,540,NA,482
1613,millbrae  city of,2025,785,426,0,415
1619,milpitas  city of,2025,4325,2660,0,1665
1626,mission springs water district,2025,8996,8996,NA,NA
1631,modesto  city of,2025,63666,66433,NA,NA
1632,modesto irrigation district,2025,14933,14933,NA,NA
1635,mojave water agency,2025,130800,139234,NA,NA
1639,monrovia  city of,2025,6747,6347,0,400
1642,monte vista water district,2025,17637,13721,0,3916
1644,montebello land and water company,2025,2970,2729,NA,NA
1645,montecito water district,2025,5046,4073,973,NA
1650,monterey park  city of,2025,8256,7409,0,847
1656,morgan hill  city of,2025,8671,19096,NA,NA
1660,morro bay  city of,2025,1334,1780,0,0
1663,moulton niguel water district,2025,32093,32093,NA,NA
4231,mountain house community services district,2025,5903,5903,NA,NA
1671,mountain view  city of,2025,12058,9646,0,2412
1684,municipal water district of orange county (mwdoc),2025,182545,182545,0,0
1697,myoma dunes mutual water company,2025,4376,4376,NA,NA
1701,napa  city of,2025,15065,16604,NA,NA
1718,nevada irrigation district,2025,188899,282920,NA,NA
1729,newman  city of,2025,838.59,741.22,NA,97.37
1730,newport beach  city of,2025,15758,15758,0,0
1731,nipomo community service district,2025,3127,3767,NA,NA
1732,norco  city of,2025,6810,14400,NA,NA
1739,north coast county water district,2025,855.01,523.22,0,331.79
1748,north marin water district,2025,10679,15913,0,0
1752,north tahoe public utilities district,2025,379,379,NA,NA
1756,norwalk  city of,2025,2068,3694,0,0
1765,oakdale  city of,2025,5893,5893,NA,NA
1777,oceanside  city of,2025,30265,30265,0,0
1782,oildale mutual water company,2025,10544.5,25651,NA,NA
1792,olivehurst public utilities district,2025,1754,6544,NA,NA
1793,olivenhain municipal water district,2025,22250,22250,NA,NA
1795,ontario  city of,2025,47436,36036,0,11400
1797,orange  city of,2025,28867,28867,0,0
1803,orangevale water company,2025,3885,3885,NA,NA
1804,orchard dale water district,2025,1992,1821,171,NA
1821,otay water district,2025,39680,39680,NA,NA
1827,oxnard  city of,2025,28819,28819,NA,NA
1838,padre dam municipal water district,2025,11916,11916,NA,NA
1849,palmdale water district,2025,20220,24680,NA,NA
1851,palo alto  city of,2025,11603,6075,NA,5528
1859,paradise irrigation district,2025,3957,6071,NA,NA
1866,paramount  city of,2025,5531,5341,190,NA
1873,pasadena  city of,2025,26750,31533,182,1129
1875,paso robles  city of,2025,6515,6515,NA,NA
1877,patterson  city of,2025,4917,5582,NA,NA
1894,petaluma  city of,2025,10705,10705,NA,NA
1896,phelan pinon hills community services district,2025,2745,2745,NA,NA
1899,pico rivera  city of,2025,260234,308033,0,0
1900,pico water district,2025,2848,2794,0,54
1923,pismo beach  city of,2025,1870,2132,0,0
1925,pittsburg  city of,2025,11031,11036,NA,NA
1927,placer county water agency,2025,145725,249100,NA,NA
1940,pleasanton  city of,2025,18240,18240,NA,NA
1945,pomona  city of,2025,24617,20250,0,4367
1953,port hueneme  city of,2025,1958,1958,NA,NA
1954,port hueneme water agency,2025,4494,6983,NA,NA
1956,porterville  city of,2025,4126,7215,0,0
1964,poway  city of,2025,13171,13171,0,0
1983,quartz hill water district,2025,4242,4242,0,0
1990,rainbow municipal water district,2025,13750,18495,NA,NA
1996,ramona municipal water district,2025,4955,5474,NA,NA
2000,rancho california water district,2025,72799,72983,NA,NA
2031,red bluff  city of,2025,4574,4574,0,0
2033,redding  city of,2025,8730,11831,NA,NA
2035,redlands  city of,2025,29690,34143,0,0
2037,redwood city,2025,10805.89896,6662.72099,0,4143.17797
2042,reedley  city of,2025,1795,1795,NA,NA
2049,rialto  city of,2025,12147,13969,NA,NA
2057,rincon del diablo municipal water district,2025,11090,11090,NA,NA
2060,rio linda - elverta community water district,2025,2876,2876,NA,NA
2063,rio vista  city of,2025,2092,2092,NA,NA
2074,riverbank  city of,2025,4650,15944,0,648
2083,riverside  city of,2025,98166,111223,NA,NA
2087,riverside highland water company,2025,4999,5749,NA,NA
2103,rohnert park  city of,2025,6889,10177,NA,NA
2107,rosamond community service district,2025,2699,2477,221,NA
2111,roseville  city of,2025,51589,49942,0,6659
2115,rowland water district,2025,11242,9920,0,1322
2118,rubidoux community service district,2025,8182,8182,NA,NA
2119,rubio canyon land and water association,2025,1887,2419,0,0
2122,running springs water district,2025,360,360,NA,NA
2130,sacramento  city of,2025,136837,333200,NA,NA
2132,sacramento county water agency,2025,57412,110781,NA,NA
2140,sacramento suburban water district,2025,34184,36000,NA,NA
2146,san antonio water company,2025,14571,14571,NA,NA
2149,san benito county water district,2025,7140,6426,0,714
2150,san bernardino  city of,2025,53444,61460,NA,NA
2154,san bernardino county service area 64 spring valley lake,2025,2770,2770,NA,NA
2891,san bernardino county service area 70 j oak hills,2025,1630,1630,NA,NA
2156,san bernardino valley municipal water district,2025,26676,26676,NA,NA
2157,san bruno  city of,2025,1724349,1917714,NA,NA
2158,san buenaventura  city of (ventura),2025,16226,17098,NA,NA
2159,san clemente  city of,2025,9649,9649,0,0
2160,san diego  city of,2025,207735,207735,NA,NA
2161,san diego county water authority,2025,509172,639068,0,0
2162,san dieguito water district,2025,7631,7631,0,0
2163,san fernando  city of,2025,2910,3570,0,0
2164,san francisco public utilities commission,2025,79200,53990,NA,25210
2165,san gabriel county water district,2025,5945,5160,0,785
3994,san gabriel valley municipal water district,2025,14482,1440,0,0
2167,san gabriel valley water company,2025,36072,32846,0,3226
2166,san gabriel valley water company   fontana division,2025,45593,45593,NA,NA
2168,san gorgonio pass water agency,2025,30400,30400,NA,NA
2169,san jacinto  city of,2025,2610,2270,0,340
2174,san jose  city of,2025,21080,18716,NA,2364
2175,san jose water company,2025,44201,44201,NA,NA
2179,san juan water district,2025,53460,57370,NA,NA
2180,san lorenzo valley water district,2025,1799,1799,0,0
2182,san luis obispo  city of,2025,6725,10187,0,0
2184,san luis obispo county flood control and water conservation,2025,8730,7877,NA,853
2205,sanger  city of,2025,2229,2102,NA,127
2207,santa ana  city of,2025,35915,35915,0,0
2209,santa barbara  city of,2025,13890,27550,0,0
2210,santa clara  city of,2025,19473,29686,0,0
2211,santa clara valley water district,2025,330000,341000,0,0
4993,santa clarita valley water agency,2025,77910,76720,22060,NA
2213,santa cruz  city of,2025,2668,1948,NA,720
2214,santa fe irrigation district,2025,11987,11987,25,0
2215,santa fe springs  city of,2025,6515,6152,0,363
2217,santa margarita water district,2025,31893,43692,NA,NA
2218,santa maria  city of,2025,15026,15026,0,0
2220,santa monica  city of,2025,17467,16765,NA,3576
2222,santa paula  city of,2025,4511,6215,NA,NA
2224,santa rosa  city of,2025,21660,22660,NA,NA
2237,scotts valley water district,2025,1111,1300,0,0
2241,seal beach  city of,2025,3366,3366,0,0
2251,serrano water district,2025,4263,4263,NA,NA
2260,shafter  city of,2025,1828,1846,0,183
2273,shasta lake  city of,2025,2690,1018,2939,0
2290,sierra madre  city of,2025,2299,2211,0,88
2298,signal hill  city of,2025,1984,2022,NA,NA
2323,soledad  city of,2025,2247,148000,NA,NA
2326,sonoma  city of,2025,2273,3293,0,0
2328,sonoma county water agency,2025,65020,65020,0,0
2330,soquel creek water district,2025,3866,3866,NA,NA
2334,south coast water district,2025,7172,7172,0,0
2337,south feather water and power,2025,2864,77028,NA,258
2341,south gate  city of,2025,7655,11383,0,0
2343,south mesa water company,2025,2618,2618,NA,NA
2345,south pasadena  city of,2025,3898,3317,0,581
2346,south san joaquin irrigation district,2025,31522,31522,0,0
2348,south tahoe public utility district,2025,5886,13163,NA,NA
2381,stockton  city of,2025,34789,77300,NA,NA
2382,stockton east water district,2025,262802,170000,16129,76673
2401,suburban water systems - san jose hills,2025,24089,36662,0,0
2402,suburban water systems - whittier/la mirada,2025,16823,20104,0,0
2405,suisun - solano water authority,2025,1116,1116,NA,NA
2419,sunny slope water company,2025,3684,3237,0,447
2424,sunnyslope county water district,2025,7140,6426,0,714
2425,sunnyvale  city of,2025,20183,22825,0,0
2432,susanville  city of,2025,748,2055,NA,NA
2437,sweetwater authority,2025,21176,21176,NA,NA
2438,sweetwater springs water district,2025,414,570,NA,207
2444,tahoe city public utilities district,2025,564,1181,NA,NA
1408,temescal valley water district,2025,7898,9026,NA,NA
2457,templeton community services district,2025,1491,2212,0,100
440,test agency 3,2025,NA,NA,NA,NA
2466,thermalito water and sewer district,2025,2470,8400,NA,NA
2469,thousand oaks  city of,2025,10691,10691,0,0
2473,three valleys municipal water district,2025,48122,57472,0,0
2487,torrance  city of,2025,18360,29643,0,0
2490,trabuco canyon water district,2025,3427,3427,0,0
2496,tracy  city of,2025,21509,23669,0,0
2510,triunfo sanitation district/oak park water service,2025,2251,2152,NA,225
2512,truckee - donner public utilities district,2025,1867,7168,NA,NA
2516,tulare  city of,2025,6255,4588,0,1667
2523,tuolumne utilities district,2025,18058,23205,NA,NA
2524,turlock  city of,2025,11647,13843,NA,NA
2528,tustin  city of,2025,10686,10686,0,0
2530,twentynine palms water district,2025,3054,6995,0,0
2536,ukiah  city of,2025,2978,11534,0,298
2540,united water conservation district,2025,12755,12755,0,0
2541,upland  city of,2025,22368,22368,NA,NA
2543,upper san gabriel valley municipal water,2025,53709,21863,NA,5371
2597,vacaville  city of,2025,18620,21772,NA,3724
2602,vallecitos water district,2025,6044,6044,NA,NA
2603,vallejo  city of,2025,29391,29718,NA,NA
2604,valley center municipal water district,2025,20855,20855,0,0
2605,valley county water district,2025,6651,6871,0,0
2610,valley of the moon water district,2025,2996,3200,0,0
2618,valley water company,2025,3288,4166,0,0
2626,vaughn water company,2025,4953,4500,NA,1000
2629,ventura county waterworks district no 01 - moorpark,2025,8567,13015,0,0
2631,ventura county waterworks district no 08 - simi valley,2025,21943,23557,NA,NA
2633,vernon  city of,2025,7200,8339,NA,NA
2635,victorville water district,2025,26505,26505,NA,NA
2649,vista irrigation district,2025,20415,20415,0,0
2661,walnut valley water district,2025,17896,17930,0,0
2662,wasco  city of,2025,1096,2100,NA,NA
2667,water facilities authority,2025,18502,15387,0,3115
2669,watsonville  city of,2025,7827,21000,NA,1205
2675,west basin municipal water district,2025,146190,146190,0,0
2679,west kern water district,2025,15620,5400,8658,1562
2683,west sacramento  city of,2025,15410,28838,NA,NA
2690,west valley water district,2025,25066,28825,NA,NA
2691,westborough water district,2025,317,157,0,160
2697,western municipal water district of riverside,2025,30167,34896,NA,NA
2704,westminster  city of,2025,11745,11745,0,0
2723,whittier  city of,2025,6876,6779,0,97
2751,windsor  town of,2025,6504,4661,0,1843
2766,woodland  city of,2025,13198,28601,NA,NA
4811,woodland-davis clean water agency,2025,20024,31053,NA,NA
2782,yorba linda water district,2025,20281,20281,0,0
2789,yreka  city of,2025,1893,7051,0,0
2790,yuba city,2025,15682,23245,NA,NA
2793,yucaipa valley water district,2025,12550,59180,NA,NA
