pwsid,org_id,year,source_type,source_status,number_of_sources
CA1910032,NA,2018,surface water,new,NA
CA1910033,391,2018,emergency interties,approved,7
CA1910033,391,2018,emergency interties,new,NA
CA1910033,391,2018,groundwater,approved,10
CA1910033,391,2018,groundwater,new,NA
CA1910033,391,2018,purchased grounwater,approved,0
CA1910033,391,2018,purchased grounwater,new,NA
CA1910033,391,2018,purchased surface water,approved,9
CA1910033,391,2018,purchased surface water,new,NA
CA1910033,391,2018,standby sources,approved,0
CA1910033,391,2018,standby sources,new,NA
CA1910033,391,2018,surface water,approved,0
CA1910033,391,2018,surface water,new,NA
CA1910034,748,2018,emergency interties,approved,7
CA1910034,748,2018,emergency interties,new,0
CA1910034,748,2018,groundwater,approved,20
CA1910034,748,2018,groundwater,new,0
CA1910034,748,2018,purchased grounwater,approved,0
CA1910034,748,2018,purchased grounwater,new,0
CA1910034,748,2018,purchased surface water,approved,0
CA1910034,748,2018,purchased surface water,new,0
CA1910034,748,2018,standby sources,approved,0
CA1910034,748,2018,standby sources,new,0
CA1910034,748,2018,surface water,approved,0
CA1910034,748,2018,surface water,new,0
CA1910036,392,2018,emergency interties,approved,3
CA1910036,392,2018,emergency interties,new,0
CA1910036,392,2018,groundwater,approved,9
CA1910036,392,2018,groundwater,new,0
CA1910036,392,2018,purchased grounwater,approved,0
CA1910036,392,2018,purchased grounwater,new,0
CA1910036,392,2018,purchased surface water,approved,3
CA1910036,392,2018,purchased surface water,new,0
CA1910036,392,2018,standby sources,approved,1
CA1910036,392,2018,standby sources,new,0
CA1910036,392,2018,surface water,approved,0
CA1910036,392,2018,surface water,new,0
CA1910038,821,2018,emergency interties,approved,3
CA1910038,821,2018,emergency interties,new,0
CA1910038,821,2018,groundwater,approved,6
CA1910038,821,2018,groundwater,new,0
CA1910038,821,2018,purchased grounwater,approved,0
CA1910038,821,2018,purchased grounwater,new,0
CA1910038,821,2018,purchased surface water,approved,0
CA1910038,821,2018,purchased surface water,new,0
CA1910038,821,2018,standby sources,approved,1
CA1910038,821,2018,standby sources,new,0
CA1910038,821,2018,surface water,approved,0
CA1910038,821,2018,surface water,new,0
CA1910039,2167,2018,emergency interties,approved,13
CA1910039,2167,2018,emergency interties,new,NA
CA1910039,2167,2018,groundwater,approved,31
CA1910039,2167,2018,groundwater,new,1
CA1910039,2167,2018,purchased grounwater,approved,0
CA1910039,2167,2018,purchased grounwater,new,NA
CA1910039,2167,2018,purchased surface water,approved,0
CA1910039,2167,2018,purchased surface water,new,NA
CA1910039,2167,2018,standby sources,approved,0
CA1910039,2167,2018,standby sources,new,NA
CA1910039,2167,2018,surface water,approved,0
CA1910039,2167,2018,surface water,new,NA
CA1910040,827,2018,emergency interties,approved,4
CA1910040,827,2018,emergency interties,new,0
CA1910040,827,2018,groundwater,approved,0
CA1910040,827,2018,groundwater,new,0
CA1910040,827,2018,purchased grounwater,approved,0
CA1910040,827,2018,purchased grounwater,new,0
CA1910040,827,2018,purchased surface water,approved,2
CA1910040,827,2018,purchased surface water,new,0
CA1910040,827,2018,standby sources,approved,0
CA1910040,827,2018,standby sources,new,0
CA1910040,827,2018,surface water,approved,0
CA1910040,827,2018,surface water,new,0
CA1910041,NA,2018,emergency interties,approved,1
CA1910041,NA,2018,emergency interties,new,0
CA1910041,NA,2018,groundwater,approved,2
CA1910041,NA,2018,groundwater,new,0
CA1910041,NA,2018,purchased grounwater,approved,0
CA1910041,NA,2018,purchased grounwater,new,0
CA1910041,NA,2018,purchased surface water,approved,0
CA1910041,NA,2018,purchased surface water,new,0
CA1910041,NA,2018,standby sources,approved,0
CA1910041,NA,2018,standby sources,new,0
CA1910041,NA,2018,surface water,approved,1
CA1910041,NA,2018,surface water,new,0
CA1910042,1899,2018,emergency interties,approved,2
CA1910042,1899,2018,emergency interties,new,NA
CA1910042,1899,2018,groundwater,approved,8
CA1910042,1899,2018,groundwater,new,0
CA1910042,1899,2018,purchased grounwater,approved,2
CA1910042,1899,2018,purchased grounwater,new,NA
CA1910042,1899,2018,purchased surface water,approved,NA
CA1910042,1899,2018,purchased surface water,new,NA
CA1910042,1899,2018,standby sources,approved,1
CA1910042,1899,2018,standby sources,new,NA
CA1910042,1899,2018,surface water,approved,NA
CA1910042,1899,2018,surface water,new,NA
CA1910043,1004,2018,emergency interties,approved,1
CA1910043,1004,2018,emergency interties,new,0
CA1910043,1004,2018,groundwater,approved,13
CA1910043,1004,2018,groundwater,new,0
CA1910043,1004,2018,purchased grounwater,approved,0
CA1910043,1004,2018,purchased grounwater,new,0
CA1910043,1004,2018,purchased surface water,approved,3
CA1910043,1004,2018,purchased surface water,new,0
CA1910043,1004,2018,standby sources,approved,0
CA1910043,1004,2018,standby sources,new,0
CA1910043,1004,2018,surface water,approved,0
CA1910043,1004,2018,surface water,new,0
CA1910044,1005,2018,emergency interties,approved,4
CA1910044,1005,2018,emergency interties,new,0
CA1910044,1005,2018,groundwater,approved,8
CA1910044,1005,2018,groundwater,new,0
CA1910044,1005,2018,purchased grounwater,approved,NA
CA1910044,1005,2018,purchased grounwater,new,0
CA1910044,1005,2018,purchased surface water,approved,4
CA1910044,1005,2018,purchased surface water,new,0
CA1910044,1005,2018,standby sources,approved,NA
CA1910044,1005,2018,standby sources,new,0
CA1910044,1005,2018,surface water,approved,NA
CA1910044,1005,2018,surface water,new,0
CA1910045,NA,2018,emergency interties,approved,1
CA1910045,NA,2018,emergency interties,new,0
CA1910045,NA,2018,groundwater,approved,17
CA1910045,NA,2018,groundwater,new,0
CA1910045,NA,2018,purchased grounwater,approved,0
CA1910045,NA,2018,purchased grounwater,new,0
CA1910045,NA,2018,purchased surface water,approved,1
CA1910045,NA,2018,purchased surface water,new,0
CA1910045,NA,2018,standby sources,approved,0
CA1910045,NA,2018,standby sources,new,0
CA1910045,NA,2018,surface water,approved,4
CA1910045,NA,2018,surface water,new,0
CA1910046,2401,2018,emergency interties,approved,3
CA1910046,2401,2018,emergency interties,new,0
CA1910046,2401,2018,groundwater,approved,0
CA1910046,2401,2018,groundwater,new,0
CA1910046,2401,2018,purchased grounwater,approved,2
CA1910046,2401,2018,purchased grounwater,new,0
CA1910046,2401,2018,purchased surface water,approved,0
CA1910046,2401,2018,purchased surface water,new,0
CA1910046,2401,2018,standby sources,approved,0
CA1910046,2401,2018,standby sources,new,0
CA1910046,2401,2018,surface water,approved,0
CA1910046,2401,2018,surface water,new,0
CA1910047,1142,2018,emergency interties,approved,4
CA1910047,1142,2018,emergency interties,new,0
CA1910047,1142,2018,groundwater,approved,1
CA1910047,1142,2018,groundwater,new,0
CA1910047,1142,2018,purchased grounwater,approved,0
CA1910047,1142,2018,purchased grounwater,new,0
CA1910047,1142,2018,purchased surface water,approved,2
CA1910047,1142,2018,purchased surface water,new,0
CA1910047,1142,2018,standby sources,approved,0
CA1910047,1142,2018,standby sources,new,0
CA1910047,1142,2018,surface water,approved,0
CA1910047,1142,2018,surface water,new,0
CA1910048,NA,2018,emergency interties,approved,2
CA1910048,NA,2018,emergency interties,new,0
CA1910048,NA,2018,groundwater,approved,2
CA1910048,NA,2018,groundwater,new,0
CA1910048,NA,2018,purchased grounwater,approved,0
CA1910048,NA,2018,purchased grounwater,new,0
CA1910048,NA,2018,purchased surface water,approved,0
CA1910048,NA,2018,purchased surface water,new,0
CA1910048,NA,2018,standby sources,approved,8
CA1910048,NA,2018,standby sources,new,0
CA1910048,NA,2018,surface water,approved,2
CA1910048,NA,2018,surface water,new,0
CA1910049,1217,2018,emergency interties,approved,6
CA1910049,1217,2018,emergency interties,new,NA
CA1910049,1217,2018,groundwater,approved,5
CA1910049,1217,2018,groundwater,new,NA
CA1910049,1217,2018,purchased grounwater,approved,NA
CA1910049,1217,2018,purchased grounwater,new,NA
CA1910049,1217,2018,purchased surface water,approved,1
CA1910049,1217,2018,purchased surface water,new,NA
CA1910049,1217,2018,standby sources,approved,NA
CA1910049,1217,2018,standby sources,new,NA
CA1910049,1217,2018,surface water,approved,NA
CA1910049,1217,2018,surface water,new,NA
CA1910050,NA,2018,emergency interties,approved,1
CA1910050,NA,2018,emergency interties,new,NA
CA1910050,NA,2018,groundwater,approved,2
CA1910050,NA,2018,groundwater,new,NA
CA1910050,NA,2018,purchased grounwater,approved,0
CA1910050,NA,2018,purchased grounwater,new,NA
CA1910050,NA,2018,purchased surface water,approved,1
CA1910050,NA,2018,purchased surface water,new,NA
CA1910050,NA,2018,standby sources,approved,1
CA1910050,NA,2018,standby sources,new,NA
CA1910050,NA,2018,surface water,approved,0
CA1910050,NA,2018,surface water,new,NA
CA1910051,1238,2018,emergency interties,approved,2
CA1910051,1238,2018,emergency interties,new,NA
CA1910051,1238,2018,groundwater,approved,4
CA1910051,1238,2018,groundwater,new,NA
CA1910051,1238,2018,purchased grounwater,approved,NA
CA1910051,1238,2018,purchased grounwater,new,NA
CA1910051,1238,2018,purchased surface water,approved,2
CA1910051,1238,2018,purchased surface water,new,NA
CA1910051,1238,2018,standby sources,approved,NA
CA1910051,1238,2018,standby sources,new,NA
CA1910051,1238,2018,surface water,approved,NA
CA1910051,1238,2018,surface water,new,NA
CA1910052,368,2018,emergency interties,approved,NA
CA1910052,368,2018,emergency interties,new,NA
CA1910052,368,2018,groundwater,approved,4
CA1910052,368,2018,groundwater,new,NA
CA1910052,368,2018,purchased grounwater,approved,NA
CA1910052,368,2018,purchased grounwater,new,NA
CA1910052,368,2018,purchased surface water,approved,2
CA1910052,368,2018,purchased surface water,new,NA
CA1910052,368,2018,standby sources,approved,NA
CA1910052,368,2018,standby sources,new,NA
CA1910052,368,2018,surface water,approved,NA
CA1910052,368,2018,surface water,new,NA
CA1910054,NA,2018,emergency interties,approved,3
CA1910054,NA,2018,emergency interties,new,0
CA1910054,NA,2018,groundwater,approved,1
CA1910054,NA,2018,groundwater,new,0
CA1910054,NA,2018,purchased grounwater,approved,0
CA1910054,NA,2018,purchased grounwater,new,0
CA1910054,NA,2018,purchased surface water,approved,2
CA1910054,NA,2018,purchased surface water,new,0
CA1910054,NA,2018,standby sources,approved,0
CA1910054,NA,2018,standby sources,new,0
CA1910054,NA,2018,surface water,approved,0
CA1910054,NA,2018,surface water,new,0
CA1910059,2402,2018,emergency interties,approved,5
CA1910059,2402,2018,emergency interties,new,0
CA1910059,2402,2018,groundwater,approved,2
CA1910059,2402,2018,groundwater,new,0
CA1910059,2402,2018,purchased grounwater,approved,4
CA1910059,2402,2018,purchased grounwater,new,0
CA1910059,2402,2018,purchased surface water,approved,0
CA1910059,2402,2018,purchased surface water,new,0
CA1910059,2402,2018,standby sources,approved,0
CA1910059,2402,2018,standby sources,new,0
CA1910059,2402,2018,surface water,approved,0
CA1910059,2402,2018,surface water,new,0
CA1910060,NA,2018,emergency interties,approved,6
CA1910060,NA,2018,emergency interties,new,NA
CA1910060,NA,2018,groundwater,approved,3
CA1910060,NA,2018,groundwater,new,NA
CA1910060,NA,2018,purchased grounwater,approved,5
CA1910060,NA,2018,purchased grounwater,new,NA
CA1910060,NA,2018,purchased surface water,approved,0
CA1910060,NA,2018,purchased surface water,new,NA
CA1910060,NA,2018,standby sources,approved,0
CA1910060,NA,2018,standby sources,new,NA
CA1910060,NA,2018,surface water,approved,0
CA1910060,NA,2018,surface water,new,NA
CA1910061,NA,2018,emergency interties,approved,0
CA1910061,NA,2018,emergency interties,new,NA
CA1910061,NA,2018,groundwater,approved,1
CA1910061,NA,2018,groundwater,new,NA
CA1910061,NA,2018,purchased grounwater,approved,0
CA1910061,NA,2018,purchased grounwater,new,NA
CA1910061,NA,2018,purchased surface water,approved,1
CA1910061,NA,2018,purchased surface water,new,NA
CA1910061,NA,2018,standby sources,approved,0
CA1910061,NA,2018,standby sources,new,NA
CA1910061,NA,2018,surface water,approved,0
CA1910061,NA,2018,surface water,new,NA
CA1910062,1333,2018,emergency interties,approved,2
CA1910062,1333,2018,emergency interties,new,0
CA1910062,1333,2018,groundwater,approved,9
CA1910062,1333,2018,groundwater,new,0
CA1910062,1333,2018,purchased grounwater,approved,0
CA1910062,1333,2018,purchased grounwater,new,0
CA1910062,1333,2018,purchased surface water,approved,7
CA1910062,1333,2018,purchased surface water,new,0
CA1910062,1333,2018,standby sources,approved,0
CA1910062,1333,2018,standby sources,new,0
CA1910062,1333,2018,surface water,approved,0
CA1910062,1333,2018,surface water,new,0
CA1910063,1425,2018,emergency interties,approved,NA
CA1910063,1425,2018,emergency interties,new,NA
CA1910063,1425,2018,groundwater,approved,3
CA1910063,1425,2018,groundwater,new,NA
CA1910063,1425,2018,purchased grounwater,approved,NA
CA1910063,1425,2018,purchased grounwater,new,NA
CA1910063,1425,2018,purchased surface water,approved,1
CA1910063,1425,2018,purchased surface water,new,NA
CA1910063,1425,2018,standby sources,approved,NA
CA1910063,1425,2018,standby sources,new,NA
CA1910063,1425,2018,surface water,approved,1
CA1910063,1425,2018,surface water,new,NA
CA1910064,NA,2018,emergency interties,approved,1
CA1910064,NA,2018,emergency interties,new,0
CA1910064,NA,2018,groundwater,approved,4
CA1910064,NA,2018,groundwater,new,0
CA1910064,NA,2018,purchased grounwater,approved,1
CA1910064,NA,2018,purchased grounwater,new,0
CA1910064,NA,2018,purchased surface water,approved,0
CA1910064,NA,2018,purchased surface water,new,0
CA1910064,NA,2018,standby sources,approved,0
CA1910064,NA,2018,standby sources,new,0
CA1910064,NA,2018,surface water,approved,0
CA1910064,NA,2018,surface water,new,0
CA1910065,1464,2018,emergency interties,approved,16
CA1910065,1464,2018,emergency interties,new,0
CA1910065,1464,2018,groundwater,approved,27
CA1910065,1464,2018,groundwater,new,0
CA1910065,1464,2018,purchased grounwater,approved,0
CA1910065,1464,2018,purchased grounwater,new,0
CA1910065,1464,2018,purchased surface water,approved,8
CA1910065,1464,2018,purchased surface water,new,0
CA1910065,1464,2018,standby sources,approved,NA
CA1910065,1464,2018,standby sources,new,0
CA1910065,1464,2018,surface water,approved,0
CA1910065,1464,2018,surface water,new,0
CA1910067,1473,2018,emergency interties,approved,4
CA1910067,1473,2018,emergency interties,new,0
CA1910067,1473,2018,groundwater,approved,44
CA1910067,1473,2018,groundwater,new,0
CA1910067,1473,2018,purchased grounwater,approved,0
CA1910067,1473,2018,purchased grounwater,new,0
CA1910067,1473,2018,purchased surface water,approved,29
CA1910067,1473,2018,purchased surface water,new,0
CA1910067,1473,2018,standby sources,approved,0
CA1910067,1473,2018,standby sources,new,0
CA1910067,1473,2018,surface water,approved,1
CA1910067,1473,2018,surface water,new,0
CA1910070,1484,2018,emergency interties,approved,2
CA1910070,1484,2018,emergency interties,new,0
CA1910070,1484,2018,groundwater,approved,44
CA1910070,1484,2018,groundwater,new,0
CA1910070,1484,2018,purchased grounwater,approved,11
CA1910070,1484,2018,purchased grounwater,new,0
CA1910070,1484,2018,purchased surface water,approved,0
CA1910070,1484,2018,purchased surface water,new,0
CA1910070,1484,2018,standby sources,approved,2
CA1910070,1484,2018,standby sources,new,0
CA1910070,1484,2018,surface water,approved,0
CA1910070,1484,2018,surface water,new,0
CA1910072,NA,2018,emergency interties,approved,0
CA1910072,NA,2018,emergency interties,new,0
CA1910072,NA,2018,groundwater,approved,2
CA1910072,NA,2018,groundwater,new,0
CA1910072,NA,2018,purchased grounwater,approved,0
CA1910072,NA,2018,purchased grounwater,new,0
CA1910072,NA,2018,purchased surface water,approved,1
CA1910072,NA,2018,purchased surface water,new,0
CA1910072,NA,2018,standby sources,approved,0
CA1910072,NA,2018,standby sources,new,0
CA1910072,NA,2018,surface water,approved,0
CA1910072,NA,2018,surface water,new,0
CA1910073,1456,2018,emergency interties,approved,3
CA1910073,1456,2018,emergency interties,new,NA
CA1910073,1456,2018,groundwater,approved,1
CA1910073,1456,2018,groundwater,new,NA
CA1910073,1456,2018,purchased grounwater,approved,0
CA1910073,1456,2018,purchased grounwater,new,NA
CA1910073,1456,2018,purchased surface water,approved,2
CA1910073,1456,2018,purchased surface water,new,NA
CA1910073,1456,2018,standby sources,approved,0
CA1910073,1456,2018,standby sources,new,NA
CA1910073,1456,2018,surface water,approved,0
CA1910073,1456,2018,surface water,new,NA
CA1910077,1041,2018,emergency interties,approved,0
CA1910077,1041,2018,emergency interties,new,0
CA1910077,1041,2018,groundwater,approved,7
CA1910077,1041,2018,groundwater,new,0
CA1910077,1041,2018,purchased grounwater,approved,1
CA1910077,1041,2018,purchased grounwater,new,0
CA1910077,1041,2018,purchased surface water,approved,3
CA1910077,1041,2018,purchased surface water,new,0
CA1910077,1041,2018,standby sources,approved,0
CA1910077,1041,2018,standby sources,new,0
CA1910077,1041,2018,surface water,approved,0
CA1910077,1041,2018,surface water,new,0
CA1910079,1506,2018,emergency interties,approved,5
CA1910079,1506,2018,emergency interties,new,0
CA1910079,1506,2018,groundwater,approved,5
CA1910079,1506,2018,groundwater,new,0
CA1910079,1506,2018,purchased grounwater,approved,0
CA1910079,1506,2018,purchased grounwater,new,0
CA1910079,1506,2018,purchased surface water,approved,1
CA1910079,1506,2018,purchased surface water,new,0
CA1910079,1506,2018,standby sources,approved,0
CA1910079,1506,2018,standby sources,new,0
CA1910079,1506,2018,surface water,approved,0
CA1910079,1506,2018,surface water,new,0
CA1910083,1536,2018,emergency interties,approved,2
CA1910083,1536,2018,emergency interties,new,0
CA1910083,1536,2018,groundwater,approved,2
CA1910083,1536,2018,groundwater,new,0
CA1910083,1536,2018,purchased grounwater,approved,0
CA1910083,1536,2018,purchased grounwater,new,0
CA1910083,1536,2018,purchased surface water,approved,1
CA1910083,1536,2018,purchased surface water,new,0
CA1910083,1536,2018,standby sources,approved,0
CA1910083,1536,2018,standby sources,new,0
CA1910083,1536,2018,surface water,approved,0
CA1910083,1536,2018,surface water,new,0
CA1910084,NA,2018,emergency interties,approved,2
CA1910084,NA,2018,emergency interties,new,0
CA1910084,NA,2018,groundwater,approved,2
CA1910084,NA,2018,groundwater,new,0
CA1910084,NA,2018,purchased grounwater,approved,0
CA1910084,NA,2018,purchased grounwater,new,0
CA1910084,NA,2018,purchased surface water,approved,1
CA1910084,NA,2018,purchased surface water,new,0
CA1910084,NA,2018,standby sources,approved,0
CA1910084,NA,2018,standby sources,new,0
CA1910084,NA,2018,surface water,approved,0
CA1910084,NA,2018,surface water,new,0
CA1910085,NA,2018,emergency interties,approved,2
CA1910085,NA,2018,emergency interties,new,0
CA1910085,NA,2018,groundwater,approved,2
CA1910085,NA,2018,groundwater,new,0
CA1910085,NA,2018,purchased grounwater,approved,0
CA1910085,NA,2018,purchased grounwater,new,0
CA1910085,NA,2018,purchased surface water,approved,1
CA1910085,NA,2018,purchased surface water,new,0
CA1910085,NA,2018,standby sources,approved,0
CA1910085,NA,2018,standby sources,new,0
CA1910085,NA,2018,surface water,approved,0
CA1910085,NA,2018,surface water,new,0
CA1910086,NA,2018,emergency interties,approved,2
CA1910086,NA,2018,emergency interties,new,NA
CA1910086,NA,2018,groundwater,approved,3
CA1910086,NA,2018,groundwater,new,NA
CA1910086,NA,2018,purchased grounwater,approved,0
CA1910086,NA,2018,purchased grounwater,new,NA
CA1910086,NA,2018,purchased surface water,approved,1
CA1910086,NA,2018,purchased surface water,new,NA
CA1910086,NA,2018,standby sources,approved,0
CA1910086,NA,2018,standby sources,new,NA
CA1910086,NA,2018,surface water,approved,0
CA1910086,NA,2018,surface water,new,NA
CA1910087,NA,2018,emergency interties,approved,NA
CA1910087,NA,2018,emergency interties,new,NA
CA1910087,NA,2018,groundwater,approved,NA
CA1910087,NA,2018,groundwater,new,NA
CA1910087,NA,2018,purchased grounwater,approved,NA
CA1910087,NA,2018,purchased grounwater,new,NA
CA1910087,NA,2018,purchased surface water,approved,6
CA1910087,NA,2018,purchased surface water,new,NA
CA1910087,NA,2018,standby sources,approved,NA
CA1910087,NA,2018,standby sources,new,NA
CA1910087,NA,2018,surface water,approved,4
CA1910087,NA,2018,surface water,new,NA
CA1910090,1639,2018,emergency interties,approved,1
CA1910090,1639,2018,emergency interties,new,0
CA1910090,1639,2018,groundwater,approved,5
CA1910090,1639,2018,groundwater,new,0
CA1910090,1639,2018,purchased grounwater,approved,0
CA1910090,1639,2018,purchased grounwater,new,0
CA1910090,1639,2018,purchased surface water,approved,1
CA1910090,1639,2018,purchased surface water,new,0
CA1910090,1639,2018,standby sources,approved,0
CA1910090,1639,2018,standby sources,new,0
CA1910090,1639,2018,surface water,approved,0
CA1910090,1639,2018,surface water,new,0
CA1910091,1644,2018,emergency interties,approved,10
CA1910091,1644,2018,emergency interties,new,NA
CA1910091,1644,2018,groundwater,approved,7
CA1910091,1644,2018,groundwater,new,NA
CA1910091,1644,2018,purchased grounwater,approved,NA
CA1910091,1644,2018,purchased grounwater,new,NA
CA1910091,1644,2018,purchased surface water,approved,NA
CA1910091,1644,2018,purchased surface water,new,NA
CA1910091,1644,2018,standby sources,approved,NA
CA1910091,1644,2018,standby sources,new,NA
CA1910091,1644,2018,surface water,approved,NA
CA1910091,1644,2018,surface water,new,NA
CA1910092,1650,2018,emergency interties,approved,3
CA1910092,1650,2018,emergency interties,new,0
CA1910092,1650,2018,groundwater,approved,7
CA1910092,1650,2018,groundwater,new,0
CA1910092,1650,2018,purchased grounwater,approved,1
CA1910092,1650,2018,purchased grounwater,new,0
CA1910092,1650,2018,purchased surface water,approved,0
CA1910092,1650,2018,purchased surface water,new,0
CA1910092,1650,2018,standby sources,approved,0
CA1910092,1650,2018,standby sources,new,0
CA1910092,1650,2018,surface water,approved,0
CA1910092,1650,2018,surface water,new,0
CA1910096,4993,2018,emergency interties,approved,2
CA1910096,4993,2018,emergency interties,new,0
CA1910096,4993,2018,groundwater,approved,2
CA1910096,4993,2018,groundwater,new,0
CA1910096,4993,2018,purchased grounwater,approved,1
CA1910096,4993,2018,purchased grounwater,new,0
CA1910096,4993,2018,purchased surface water,approved,1
CA1910096,4993,2018,purchased surface water,new,0
CA1910096,4993,2018,standby sources,approved,0
CA1910096,4993,2018,standby sources,new,0
CA1910096,4993,2018,surface water,approved,0
CA1910096,4993,2018,surface water,new,0
CA1910098,1049,2018,emergency interties,approved,1
CA1910098,1049,2018,emergency interties,new,0
CA1910098,1049,2018,groundwater,approved,8
CA1910098,1049,2018,groundwater,new,0
CA1910098,1049,2018,purchased grounwater,approved,1
CA1910098,1049,2018,purchased grounwater,new,0
CA1910098,1049,2018,purchased surface water,approved,2
CA1910098,1049,2018,purchased surface water,new,0
CA1910098,1049,2018,standby sources,approved,0
CA1910098,1049,2018,standby sources,new,0
CA1910098,1049,2018,surface water,approved,0
CA1910098,1049,2018,surface water,new,0
CA1910101,1804,2018,emergency interties,approved,1
CA1910101,1804,2018,emergency interties,new,0
CA1910101,1804,2018,groundwater,approved,0
CA1910101,1804,2018,groundwater,new,0
CA1910101,1804,2018,purchased grounwater,approved,1
CA1910101,1804,2018,purchased grounwater,new,0
CA1910101,1804,2018,purchased surface water,approved,1
CA1910101,1804,2018,purchased surface water,new,0
CA1910101,1804,2018,standby sources,approved,0
CA1910101,1804,2018,standby sources,new,0
CA1910101,1804,2018,surface water,approved,0
CA1910101,1804,2018,surface water,new,0
CA1910102,1849,2018,emergency interties,approved,3
CA1910102,1849,2018,emergency interties,new,NA
CA1910102,1849,2018,groundwater,approved,22
CA1910102,1849,2018,groundwater,new,NA
CA1910102,1849,2018,purchased grounwater,approved,0
CA1910102,1849,2018,purchased grounwater,new,NA
CA1910102,1849,2018,purchased surface water,approved,1
CA1910102,1849,2018,purchased surface water,new,NA
CA1910102,1849,2018,standby sources,approved,1
CA1910102,1849,2018,standby sources,new,NA
CA1910102,1849,2018,surface water,approved,2
CA1910102,1849,2018,surface water,new,NA
CA1910103,NA,2018,emergency interties,approved,0
CA1910103,NA,2018,emergency interties,new,NA
CA1910103,NA,2018,groundwater,approved,4
CA1910103,NA,2018,groundwater,new,NA
CA1910103,NA,2018,purchased grounwater,approved,2
CA1910103,NA,2018,purchased grounwater,new,NA
CA1910103,NA,2018,purchased surface water,approved,0
CA1910103,NA,2018,purchased surface water,new,NA
CA1910103,NA,2018,standby sources,approved,1
CA1910103,NA,2018,standby sources,new,NA
CA1910103,NA,2018,surface water,approved,0
CA1910103,NA,2018,surface water,new,NA
CA1910104,413,2018,emergency interties,approved,3
CA1910104,413,2018,emergency interties,new,NA
CA1910104,413,2018,groundwater,approved,0
CA1910104,413,2018,groundwater,new,NA
CA1910104,413,2018,purchased grounwater,approved,0
CA1910104,413,2018,purchased grounwater,new,NA
CA1910104,413,2018,purchased surface water,approved,4
CA1910104,413,2018,purchased surface water,new,NA
CA1910104,413,2018,standby sources,approved,0
CA1910104,413,2018,standby sources,new,NA
CA1910104,413,2018,surface water,approved,0
CA1910104,413,2018,surface water,new,NA
CA1910105,1866,2018,emergency interties,approved,3
CA1910105,1866,2018,emergency interties,new,NA
CA1910105,1866,2018,groundwater,approved,3
CA1910105,1866,2018,groundwater,new,NA
CA1910105,1866,2018,purchased grounwater,approved,2
CA1910105,1866,2018,purchased grounwater,new,NA
CA1910105,1866,2018,purchased surface water,approved,NA
CA1910105,1866,2018,purchased surface water,new,NA
CA1910105,1866,2018,standby sources,approved,NA
CA1910105,1866,2018,standby sources,new,NA
CA1910105,1866,2018,surface water,approved,NA
CA1910105,1866,2018,surface water,new,NA
CA1910108,NA,2018,emergency interties,approved,1
CA1910108,NA,2018,emergency interties,new,NA
CA1910108,NA,2018,groundwater,approved,1
CA1910108,NA,2018,groundwater,new,NA
CA1910108,NA,2018,purchased grounwater,approved,NA
CA1910108,NA,2018,purchased grounwater,new,NA
CA1910108,NA,2018,purchased surface water,approved,1
CA1910108,NA,2018,purchased surface water,new,NA
CA1910108,NA,2018,standby sources,approved,NA
CA1910108,NA,2018,standby sources,new,NA
CA1910108,NA,2018,surface water,approved,NA
CA1910108,NA,2018,surface water,new,NA
CA1910117,NA,2018,emergency interties,approved,6
CA1910117,NA,2018,emergency interties,new,0
CA1910117,NA,2018,groundwater,approved,1
CA1910117,NA,2018,groundwater,new,0
CA1910117,NA,2018,purchased grounwater,approved,1
CA1910117,NA,2018,purchased grounwater,new,0
CA1910117,NA,2018,purchased surface water,approved,3
CA1910117,NA,2018,purchased surface water,new,0
CA1910117,NA,2018,standby sources,approved,0
CA1910117,NA,2018,standby sources,new,0
CA1910117,NA,2018,surface water,approved,0
CA1910117,NA,2018,surface water,new,0
CA1910124,1873,2018,emergency interties,approved,27
CA1910124,1873,2018,emergency interties,new,NA
CA1910124,1873,2018,groundwater,approved,10
CA1910124,1873,2018,groundwater,new,NA
CA1910124,1873,2018,purchased grounwater,approved,2
CA1910124,1873,2018,purchased grounwater,new,NA
CA1910124,1873,2018,purchased surface water,approved,3
CA1910124,1873,2018,purchased surface water,new,NA
CA1910124,1873,2018,standby sources,approved,0
CA1910124,1873,2018,standby sources,new,NA
CA1910124,1873,2018,surface water,approved,NA
CA1910124,1873,2018,surface water,new,NA
CA1910125,1900,2018,emergency interties,approved,1
CA1910125,1900,2018,emergency interties,new,0
CA1910125,1900,2018,groundwater,approved,7
CA1910125,1900,2018,groundwater,new,0
CA1910125,1900,2018,purchased grounwater,approved,0
CA1910125,1900,2018,purchased grounwater,new,0
CA1910125,1900,2018,purchased surface water,approved,0
CA1910125,1900,2018,purchased surface water,new,0
CA1910125,1900,2018,standby sources,approved,0
CA1910125,1900,2018,standby sources,new,0
CA1910125,1900,2018,surface water,approved,0
CA1910125,1900,2018,surface water,new,0
CA1910126,1945,2018,emergency interties,approved,2
CA1910126,1945,2018,emergency interties,new,NA
CA1910126,1945,2018,groundwater,approved,30
CA1910126,1945,2018,groundwater,new,NA
CA1910126,1945,2018,purchased grounwater,approved,0
CA1910126,1945,2018,purchased grounwater,new,NA
CA1910126,1945,2018,purchased surface water,approved,3
CA1910126,1945,2018,purchased surface water,new,NA
CA1910126,1945,2018,standby sources,approved,0
