pwsid,year,source_type,source_name
CA3901248,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901248,2022,SourcesGWNotListedGrid,NA
CA3901248,2022,SourcesSWGrid,NA
CA3901248,2022,SourcesSWNotListedGrid,NA
CA3901252,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901252,2022,SourcesGWNotListedGrid,NA
CA3901252,2022,SourcesSWGrid,NA
CA3901252,2022,SourcesSWNotListedGrid,NA
CA3901253,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901253,2022,SourcesGWNotListedGrid,NA
CA3901253,2022,SourcesSWGrid,NA
CA3901253,2022,SourcesSWNotListedGrid,NA
CA3901258,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""WELL"
CA3901258,2022,SourcesGWNotListedGrid,"[{""Opt1"":""002"",""Opt2"":""Well"
CA3901258,2022,SourcesSWGrid,NA
CA3901258,2022,SourcesSWNotListedGrid,NA
CA3901276,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901276,2022,SourcesGWNotListedGrid,NA
CA3901276,2022,SourcesSWGrid,NA
CA3901276,2022,SourcesSWNotListedGrid,NA
CA3901278,2022,SourcesGWGrid,"[{""Opt1"":""008"",""Opt2"":""WELL"
CA3901278,2022,SourcesGWNotListedGrid,NA
CA3901278,2022,SourcesSWGrid,NA
CA3901278,2022,SourcesSWNotListedGrid,NA
CA3901280,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901280,2022,SourcesGWNotListedGrid,NA
CA3901280,2022,SourcesSWGrid,NA
CA3901280,2022,SourcesSWNotListedGrid,NA
CA3901282,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901282,2022,SourcesGWNotListedGrid,NA
CA3901282,2022,SourcesSWGrid,NA
CA3901282,2022,SourcesSWNotListedGrid,NA
CA3901283,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901283,2022,SourcesGWNotListedGrid,NA
CA3901283,2022,SourcesSWGrid,NA
CA3901283,2022,SourcesSWNotListedGrid,NA
CA3901284,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901284,2022,SourcesGWNotListedGrid,NA
CA3901284,2022,SourcesSWGrid,NA
CA3901284,2022,SourcesSWNotListedGrid,NA
CA3901285,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901285,2022,SourcesGWNotListedGrid,NA
CA3901285,2022,SourcesSWGrid,NA
CA3901285,2022,SourcesSWNotListedGrid,NA
CA3901290,2022,SourcesGWGrid,"[{""Opt1"":""009"",""Opt2"":""WELL"
CA3901290,2022,SourcesGWNotListedGrid,NA
CA3901290,2022,SourcesSWGrid,NA
CA3901290,2022,SourcesSWNotListedGrid,NA
CA3901296,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901296,2022,SourcesGWNotListedGrid,NA
CA3901296,2022,SourcesSWGrid,NA
CA3901296,2022,SourcesSWNotListedGrid,NA
CA3901299,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901299,2022,SourcesGWNotListedGrid,NA
CA3901299,2022,SourcesSWGrid,NA
CA3901299,2022,SourcesSWNotListedGrid,NA
CA3901301,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901301,2022,SourcesGWNotListedGrid,NA
CA3901301,2022,SourcesSWGrid,NA
CA3901301,2022,SourcesSWNotListedGrid,NA
CA3901303,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901303,2022,SourcesGWNotListedGrid,NA
CA3901303,2022,SourcesSWGrid,NA
CA3901303,2022,SourcesSWNotListedGrid,NA
CA3901304,2022,SourcesGWGrid,"[{""Opt1"":""008"",""Opt2"":""WELL"
CA3901304,2022,SourcesGWNotListedGrid,NA
CA3901304,2022,SourcesSWGrid,NA
CA3901304,2022,SourcesSWNotListedGrid,NA
CA3901305,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901305,2022,SourcesGWNotListedGrid,NA
CA3901305,2022,SourcesSWGrid,NA
CA3901305,2022,SourcesSWNotListedGrid,NA
CA3901306,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901306,2022,SourcesGWNotListedGrid,NA
CA3901306,2022,SourcesSWGrid,NA
CA3901306,2022,SourcesSWNotListedGrid,NA
CA3901308,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901308,2022,SourcesGWNotListedGrid,NA
CA3901308,2022,SourcesSWGrid,NA
CA3901308,2022,SourcesSWNotListedGrid,NA
CA3901309,2022,SourcesGWGrid,"[{""Opt1"":""008"",""Opt2"":""WELL"
CA3901309,2022,SourcesGWNotListedGrid,NA
CA3901309,2022,SourcesSWGrid,NA
CA3901309,2022,SourcesSWNotListedGrid,NA
CA3901310,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901310,2022,SourcesGWNotListedGrid,NA
CA3901310,2022,SourcesSWGrid,NA
CA3901310,2022,SourcesSWNotListedGrid,NA
CA3901312,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901312,2022,SourcesGWNotListedGrid,NA
CA3901312,2022,SourcesSWGrid,NA
CA3901312,2022,SourcesSWNotListedGrid,NA
CA3901315,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901315,2022,SourcesGWNotListedGrid,NA
CA3901315,2022,SourcesSWGrid,NA
CA3901315,2022,SourcesSWNotListedGrid,NA
CA3901318,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""WELL B                                  "",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""010"",""Opt2"":""WELL D                                  "",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""011"",""Opt2"":""WELL E                                  "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901318,2022,SourcesGWNotListedGrid,NA
CA3901318,2022,SourcesSWGrid,NA
CA3901318,2022,SourcesSWNotListedGrid,NA
CA3901319,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901319,2022,SourcesGWNotListedGrid,NA
CA3901319,2022,SourcesSWGrid,NA
CA3901319,2022,SourcesSWNotListedGrid,NA
CA3901320,2022,SourcesGWGrid,"[{""Opt1"":""008"",""Opt2"":""WELL"
CA3901320,2022,SourcesGWNotListedGrid,NA
CA3901320,2022,SourcesSWGrid,NA
CA3901320,2022,SourcesSWNotListedGrid,NA
CA3901322,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901322,2022,SourcesGWNotListedGrid,NA
CA3901322,2022,SourcesSWGrid,NA
CA3901322,2022,SourcesSWNotListedGrid,NA
CA3901323,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901323,2022,SourcesGWNotListedGrid,NA
CA3901323,2022,SourcesSWGrid,NA
CA3901323,2022,SourcesSWNotListedGrid,NA
CA3901328,2022,SourcesGWGrid,"[{""Opt1"":""005"",""Opt2"":""WELL"
CA3901328,2022,SourcesGWNotListedGrid,NA
CA3901328,2022,SourcesSWGrid,NA
CA3901328,2022,SourcesSWNotListedGrid,NA
CA3901329,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901329,2022,SourcesGWNotListedGrid,NA
CA3901329,2022,SourcesSWGrid,NA
CA3901329,2022,SourcesSWNotListedGrid,NA
CA3901331,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""WELL"
CA3901331,2022,SourcesGWNotListedGrid,NA
CA3901331,2022,SourcesSWGrid,NA
CA3901331,2022,SourcesSWNotListedGrid,NA
CA3901336,2022,SourcesGWGrid,"[{""Opt1"":""009"",""Opt2"":""WELL"
CA3901336,2022,SourcesGWNotListedGrid,NA
CA3901336,2022,SourcesSWGrid,NA
CA3901336,2022,SourcesSWNotListedGrid,NA
CA3901337,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901337,2022,SourcesGWNotListedGrid,NA
CA3901337,2022,SourcesSWGrid,NA
CA3901337,2022,SourcesSWNotListedGrid,NA
CA3901338,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901338,2022,SourcesGWNotListedGrid,NA
CA3901338,2022,SourcesSWGrid,NA
CA3901338,2022,SourcesSWNotListedGrid,NA
CA3901341,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901341,2022,SourcesGWNotListedGrid,NA
CA3901341,2022,SourcesSWGrid,NA
CA3901341,2022,SourcesSWNotListedGrid,NA
CA3901342,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901342,2022,SourcesGWNotListedGrid,NA
CA3901342,2022,SourcesSWGrid,NA
CA3901342,2022,SourcesSWNotListedGrid,NA
CA3901343,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901343,2022,SourcesGWNotListedGrid,NA
CA3901343,2022,SourcesSWGrid,NA
CA3901343,2022,SourcesSWNotListedGrid,NA
CA3901344,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL (EAST)                             "",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""007"",""Opt2"":""WELL (WEST)                             "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901344,2022,SourcesGWNotListedGrid,NA
CA3901344,2022,SourcesSWGrid,NA
CA3901344,2022,SourcesSWNotListedGrid,NA
CA3901345,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""WELL"
CA3901345,2022,SourcesGWNotListedGrid,NA
CA3901345,2022,SourcesSWGrid,NA
CA3901345,2022,SourcesSWNotListedGrid,NA
CA3901348,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""WELL NO. 02"",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""003"",""Opt2"":""WELL NO. 03"",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""004"",""Opt2"":""WELL NO. 04"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901348,2022,SourcesGWNotListedGrid,NA
CA3901348,2022,SourcesSWGrid,NA
CA3901348,2022,SourcesSWNotListedGrid,NA
CA3901350,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901350,2022,SourcesGWNotListedGrid,NA
CA3901350,2022,SourcesSWGrid,NA
CA3901350,2022,SourcesSWNotListedGrid,NA
CA3901360,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL (HOLIDARY HARBOR)                  "",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""008"",""Opt2"":""WELL (KING ISLAND MARINA)               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901360,2022,SourcesGWNotListedGrid,NA
CA3901360,2022,SourcesSWGrid,NA
CA3901360,2022,SourcesSWNotListedGrid,NA
CA3901365,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901365,2022,SourcesGWNotListedGrid,NA
CA3901365,2022,SourcesSWGrid,NA
CA3901365,2022,SourcesSWNotListedGrid,NA
CA3901368,2022,SourcesGWGrid,"[{""Opt1"":""008"",""Opt2"":""WELL"
CA3901368,2022,SourcesGWNotListedGrid,NA
CA3901368,2022,SourcesSWGrid,NA
CA3901368,2022,SourcesSWNotListedGrid,NA
CA3901369,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901369,2022,SourcesGWNotListedGrid,NA
CA3901369,2022,SourcesSWGrid,NA
CA3901369,2022,SourcesSWNotListedGrid,NA
CA3901370,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901370,2022,SourcesGWNotListedGrid,NA
CA3901370,2022,SourcesSWGrid,NA
CA3901370,2022,SourcesSWNotListedGrid,NA
CA3901371,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901371,2022,SourcesGWNotListedGrid,NA
CA3901371,2022,SourcesSWGrid,NA
CA3901371,2022,SourcesSWNotListedGrid,NA
CA3901373,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901373,2022,SourcesGWNotListedGrid,NA
CA3901373,2022,SourcesSWGrid,NA
CA3901373,2022,SourcesSWNotListedGrid,NA
CA3901377,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901377,2022,SourcesGWNotListedGrid,NA
CA3901377,2022,SourcesSWGrid,NA
CA3901377,2022,SourcesSWNotListedGrid,NA
CA3901378,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""WELL"
CA3901378,2022,SourcesGWNotListedGrid,NA
CA3901378,2022,SourcesSWGrid,NA
CA3901378,2022,SourcesSWNotListedGrid,NA
CA3901382,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901382,2022,SourcesGWNotListedGrid,NA
CA3901382,2022,SourcesSWGrid,NA
CA3901382,2022,SourcesSWNotListedGrid,NA
CA3901387,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""WELL"
CA3901387,2022,SourcesGWNotListedGrid,NA
CA3901387,2022,SourcesSWGrid,NA
CA3901387,2022,SourcesSWNotListedGrid,NA
CA3901388,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901388,2022,SourcesGWNotListedGrid,NA
CA3901388,2022,SourcesSWGrid,NA
CA3901388,2022,SourcesSWNotListedGrid,NA
CA3901390,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901390,2022,SourcesGWNotListedGrid,NA
CA3901390,2022,SourcesSWGrid,NA
CA3901390,2022,SourcesSWNotListedGrid,NA
CA3901391,2022,SourcesGWGrid,"[{""Opt1"":""004"",""Opt2"":""WELL"
CA3901391,2022,SourcesGWNotListedGrid,NA
CA3901391,2022,SourcesSWGrid,NA
CA3901391,2022,SourcesSWNotListedGrid,NA
CA3901392,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901392,2022,SourcesGWNotListedGrid,NA
CA3901392,2022,SourcesSWGrid,NA
CA3901392,2022,SourcesSWNotListedGrid,NA
CA3901393,2022,SourcesGWGrid,"[{""Opt1"":""008"",""Opt2"":""WELL"
CA3901393,2022,SourcesGWNotListedGrid,NA
CA3901393,2022,SourcesSWGrid,NA
CA3901393,2022,SourcesSWNotListedGrid,NA
CA3901394,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901394,2022,SourcesGWNotListedGrid,NA
CA3901394,2022,SourcesSWGrid,NA
CA3901394,2022,SourcesSWNotListedGrid,NA
CA3901397,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901397,2022,SourcesGWNotListedGrid,NA
CA3901397,2022,SourcesSWGrid,NA
CA3901397,2022,SourcesSWNotListedGrid,NA
CA3901399,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901399,2022,SourcesGWNotListedGrid,NA
CA3901399,2022,SourcesSWGrid,NA
CA3901399,2022,SourcesSWNotListedGrid,NA
CA3901400,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901400,2022,SourcesGWNotListedGrid,NA
CA3901400,2022,SourcesSWGrid,NA
CA3901400,2022,SourcesSWNotListedGrid,NA
CA3901401,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELLHEAD                                "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901401,2022,SourcesGWNotListedGrid,NA
CA3901401,2022,SourcesSWGrid,NA
CA3901401,2022,SourcesSWNotListedGrid,NA
CA3901402,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901402,2022,SourcesGWNotListedGrid,NA
CA3901402,2022,SourcesSWGrid,NA
CA3901402,2022,SourcesSWNotListedGrid,NA
CA3901403,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901403,2022,SourcesGWNotListedGrid,NA
CA3901403,2022,SourcesSWGrid,NA
CA3901403,2022,SourcesSWNotListedGrid,NA
CA3901404,2022,SourcesGWGrid,"[{""Opt1"":""008"",""Opt2"":""WELL"
CA3901404,2022,SourcesGWNotListedGrid,NA
CA3901404,2022,SourcesSWGrid,NA
CA3901404,2022,SourcesSWNotListedGrid,NA
CA3901406,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901406,2022,SourcesGWNotListedGrid,NA
CA3901406,2022,SourcesSWGrid,NA
CA3901406,2022,SourcesSWNotListedGrid,NA
CA3901407,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901407,2022,SourcesGWNotListedGrid,NA
CA3901407,2022,SourcesSWGrid,NA
CA3901407,2022,SourcesSWNotListedGrid,NA
CA3901409,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901409,2022,SourcesGWNotListedGrid,NA
CA3901409,2022,SourcesSWGrid,NA
CA3901409,2022,SourcesSWNotListedGrid,NA
CA3901410,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901410,2022,SourcesGWNotListedGrid,NA
CA3901410,2022,SourcesSWGrid,NA
CA3901410,2022,SourcesSWNotListedGrid,NA
CA3901411,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901411,2022,SourcesGWNotListedGrid,NA
CA3901411,2022,SourcesSWGrid,NA
CA3901411,2022,SourcesSWNotListedGrid,NA
CA3901412,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901412,2022,SourcesGWNotListedGrid,NA
CA3901412,2022,SourcesSWGrid,NA
CA3901412,2022,SourcesSWNotListedGrid,NA
CA3901414,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901414,2022,SourcesGWNotListedGrid,NA
CA3901414,2022,SourcesSWGrid,NA
CA3901414,2022,SourcesSWNotListedGrid,NA
CA3901416,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901416,2022,SourcesGWNotListedGrid,NA
CA3901416,2022,SourcesSWGrid,NA
CA3901416,2022,SourcesSWNotListedGrid,NA
CA3901417,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901417,2022,SourcesGWNotListedGrid,NA
CA3901417,2022,SourcesSWGrid,NA
CA3901417,2022,SourcesSWNotListedGrid,NA
CA3901418,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901418,2022,SourcesGWNotListedGrid,NA
CA3901418,2022,SourcesSWGrid,NA
CA3901418,2022,SourcesSWNotListedGrid,NA
CA3901421,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901421,2022,SourcesGWNotListedGrid,NA
CA3901421,2022,SourcesSWGrid,NA
CA3901421,2022,SourcesSWNotListedGrid,NA
CA3901422,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901422,2022,SourcesGWNotListedGrid,NA
CA3901422,2022,SourcesSWGrid,NA
CA3901422,2022,SourcesSWNotListedGrid,NA
CA3901423,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901423,2022,SourcesGWNotListedGrid,NA
CA3901423,2022,SourcesSWGrid,NA
CA3901423,2022,SourcesSWNotListedGrid,NA
CA3901424,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901424,2022,SourcesGWNotListedGrid,NA
CA3901424,2022,SourcesSWGrid,NA
CA3901424,2022,SourcesSWNotListedGrid,NA
CA3901425,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""WELL"
CA3901425,2022,SourcesGWNotListedGrid,NA
CA3901425,2022,SourcesSWGrid,NA
CA3901425,2022,SourcesSWNotListedGrid,NA
CA3901426,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901426,2022,SourcesGWNotListedGrid,NA
CA3901426,2022,SourcesSWGrid,NA
CA3901426,2022,SourcesSWNotListedGrid,NA
CA3901428,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901428,2022,SourcesGWNotListedGrid,NA
CA3901428,2022,SourcesSWGrid,NA
CA3901428,2022,SourcesSWNotListedGrid,NA
CA3901429,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901429,2022,SourcesGWNotListedGrid,NA
CA3901429,2022,SourcesSWGrid,NA
CA3901429,2022,SourcesSWNotListedGrid,NA
CA3901430,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901430,2022,SourcesGWNotListedGrid,NA
CA3901430,2022,SourcesSWGrid,NA
CA3901430,2022,SourcesSWNotListedGrid,NA
CA3901432,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901432,2022,SourcesGWNotListedGrid,NA
CA3901432,2022,SourcesSWGrid,NA
CA3901432,2022,SourcesSWNotListedGrid,NA
CA3901433,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901433,2022,SourcesGWNotListedGrid,NA
CA3901433,2022,SourcesSWGrid,NA
CA3901433,2022,SourcesSWNotListedGrid,NA
CA3901435,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901435,2022,SourcesGWNotListedGrid,NA
CA3901435,2022,SourcesSWGrid,NA
CA3901435,2022,SourcesSWNotListedGrid,NA
CA3901438,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901438,2022,SourcesGWNotListedGrid,NA
CA3901438,2022,SourcesSWGrid,NA
CA3901438,2022,SourcesSWNotListedGrid,NA
CA3901439,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901439,2022,SourcesGWNotListedGrid,NA
CA3901439,2022,SourcesSWGrid,NA
CA3901439,2022,SourcesSWNotListedGrid,NA
CA3901441,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901441,2022,SourcesGWNotListedGrid,NA
CA3901441,2022,SourcesSWGrid,NA
CA3901441,2022,SourcesSWNotListedGrid,NA
CA3901442,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901442,2022,SourcesGWNotListedGrid,NA
CA3901442,2022,SourcesSWGrid,NA
CA3901442,2022,SourcesSWNotListedGrid,NA
CA3901443,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901443,2022,SourcesGWNotListedGrid,NA
CA3901443,2022,SourcesSWGrid,NA
CA3901443,2022,SourcesSWNotListedGrid,NA
CA3901445,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901445,2022,SourcesGWNotListedGrid,NA
CA3901445,2022,SourcesSWGrid,NA
CA3901445,2022,SourcesSWNotListedGrid,NA
CA3901447,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901447,2022,SourcesGWNotListedGrid,NA
CA3901447,2022,SourcesSWGrid,NA
CA3901447,2022,SourcesSWNotListedGrid,NA
CA3901449,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901449,2022,SourcesGWNotListedGrid,NA
CA3901449,2022,SourcesSWGrid,NA
CA3901449,2022,SourcesSWNotListedGrid,NA
CA3901450,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901450,2022,SourcesGWNotListedGrid,NA
CA3901450,2022,SourcesSWGrid,NA
CA3901450,2022,SourcesSWNotListedGrid,NA
CA3901452,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901452,2022,SourcesGWNotListedGrid,NA
CA3901452,2022,SourcesSWGrid,NA
CA3901452,2022,SourcesSWNotListedGrid,NA
CA3901456,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL"
CA3901456,2022,SourcesGWNotListedGrid,NA
CA3901456,2022,SourcesSWGrid,NA
CA3901456,2022,SourcesSWNotListedGrid,NA
CA3901457,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 1                                  "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA3901457,2022,SourcesGWNotListedGrid,NA
CA3901457,2022,SourcesSWGrid,NA
CA3901457,2022,SourcesSWNotListedGrid,NA
CA3901459,2022,SourcesGWGrid,"[{""Opt1"":""007"",""Opt2"":""WELL"
CA3901459,2022,SourcesGWNotListedGrid,NA
CA3901459,2022,SourcesSWGrid,NA
CA3901459,2022,SourcesSWNotListedGrid,NA
