pwsid,year,source_type,source_name
CA0500088,2022,SourcesGWNotListedGrid,NA
CA0500088,2022,SourcesSWGrid,NA
CA0500088,2022,SourcesSWNotListedGrid,NA
CA0500095,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01 - PRODUCTION WELL               "",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""008"",""Opt2"":""WELL 08 - PRODUCTION"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0500095,2022,SourcesGWNotListedGrid,NA
CA0500095,2022,SourcesSWGrid,NA
CA0500095,2022,SourcesSWNotListedGrid,NA
CA0500097,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0500097,2022,SourcesGWNotListedGrid,NA
CA0500097,2022,SourcesSWGrid,NA
CA0500097,2022,SourcesSWNotListedGrid,NA
CA0500102,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""002"",""Opt2"":""WELL 02                                 "",""Opt3"":""A"",""Opt4"":""Well Emergency""}]"
CA0500102,2022,SourcesGWNotListedGrid,NA
CA0500102,2022,SourcesSWGrid,NA
CA0500102,2022,SourcesSWNotListedGrid,NA
CA0500105,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""002"",""Opt2"":""WELL 01                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0500105,2022,SourcesGWNotListedGrid,NA
CA0500105,2022,SourcesSWGrid,NA
CA0500105,2022,SourcesSWNotListedGrid,NA
CA0510004,2022,SourcesGWGrid,NA
CA0510004,2022,SourcesGWNotListedGrid,NA
CA0510004,2022,SourcesSWGrid,"[{""Opt1"":""001"",""Opt2"":""SAN ANTONIO CREEK - RAW"",""Opt3"":""A"",""Opt4"":""Intake Permanent""}]"
CA0510004,2022,SourcesSWNotListedGrid,NA
CA0510005,2022,SourcesGWGrid,NA
CA0510005,2022,SourcesGWNotListedGrid,NA
CA0510005,2022,SourcesSWGrid,"[{""Opt1"":""001"",""Opt2"":""BEAR CREEK - RAW"",""Opt3"":""A"",""Opt4"":""Intake Permanent""},{""Opt1"":""003"",""Opt2"":""MOKELUMNE RIVER - RAW"",""Opt3"":""A"",""Opt4"":""Intake Permanent""}]"
CA0510005,2022,SourcesSWNotListedGrid,NA
CA0510010,2022,SourcesGWGrid,"[{""Opt1"":""004"",""Opt2"":""WELL NO. 04"",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""008"",""Opt2"":""WELL NO. 06"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0510010,2022,SourcesGWNotListedGrid,NA
CA0510010,2022,SourcesSWGrid,NA
CA0510010,2022,SourcesSWNotListedGrid,NA
CA0510011,2022,SourcesGWGrid,NA
CA0510011,2022,SourcesGWNotListedGrid,NA
CA0510011,2022,SourcesSWGrid,"[{""Opt1"":""002"",""Opt2"":""HUNTERS RESERVOIR - TREATED"",""Opt3"":""A"",""Opt4"":""Consecutive Connection Permanent""}]"
CA0510011,2022,SourcesSWNotListedGrid,NA
CA0510012,2022,SourcesGWGrid,NA
CA0510012,2022,SourcesGWNotListedGrid,NA
CA0510012,2022,SourcesSWGrid,"[{""Opt1"":""002"",""Opt2"":""CAMANCHE LAKE - RAW"",""Opt3"":""A"",""Opt4"":""Intake Permanent""},{""Opt1"":""003"",""Opt2"":""PARDEE RESERVOIR - RAW"",""Opt3"":""A"",""Opt4"":""Intake Permanent""}]"
CA0510012,2022,SourcesSWNotListedGrid,NA
CA0510019,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""WELL NO. 02 - RAW"",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""003"",""Opt2"":""WELL NO. 03 - RAW"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0510019,2022,SourcesGWNotListedGrid,NA
CA0510019,2022,SourcesSWGrid,NA
CA0510019,2022,SourcesSWNotListedGrid,NA
CA0600001,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0600001,2022,SourcesGWNotListedGrid,NA
CA0600001,2022,SourcesSWGrid,NA
CA0600001,2022,SourcesSWNotListedGrid,NA
CA0600003,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0600003,2022,SourcesGWNotListedGrid,NA
CA0600003,2022,SourcesSWGrid,NA
CA0600003,2022,SourcesSWNotListedGrid,NA
CA0600005,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0600005,2022,SourcesGWNotListedGrid,NA
CA0600005,2022,SourcesSWGrid,NA
CA0600005,2022,SourcesSWNotListedGrid,NA
CA0600008,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""004"",""Opt2"":""WELL 02 - STANDBY                       "",""Opt3"":""A"",""Opt4"":""Well Emergency""}]"
CA0600008,2022,SourcesGWNotListedGrid,NA
CA0600008,2022,SourcesSWGrid,NA
CA0600008,2022,SourcesSWNotListedGrid,NA
CA0600009,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""002"",""Opt2"":""WELL 02 - RV PARK"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0600009,2022,SourcesGWNotListedGrid,NA
CA0600009,2022,SourcesSWGrid,NA
CA0600009,2022,SourcesSWNotListedGrid,NA
CA0600012,2022,SourcesGWGrid,"[{""Opt1"":""004"",""Opt2"":""WELL 03 - RAW                           "",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""010"",""Opt2"":""WELL 06 - RAW"",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""012"",""Opt2"":""WELL 07 - RAW                           "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0600012,2022,SourcesGWNotListedGrid,NA
CA0600012,2022,SourcesSWGrid,"[{""Opt1"":""002"",""Opt2"":""GALLERY 01 - RAW"",""Opt3"":""A"",""Opt4"":""Intake Permanent""}]"
CA0600012,2022,SourcesSWNotListedGrid,NA
CA0600013,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""002"",""Opt2"":""WELL 02                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0600013,2022,SourcesGWNotListedGrid,NA
CA0600013,2022,SourcesSWGrid,NA
CA0600013,2022,SourcesSWNotListedGrid,NA
CA0600016,2022,SourcesGWGrid,"[{""Opt1"":""005"",""Opt2"":""CHERRY SPRING RAW"",""Opt3"":""A"",""Opt4"":""Spring Permanent""},{""Opt1"":""006"",""Opt2"":""BEAR CREEK SPRING"",""Opt3"":""A"",""Opt4"":""Spring Permanent""}]"
CA0600016,2022,SourcesGWNotListedGrid,NA
CA0600016,2022,SourcesSWGrid,NA
CA0600016,2022,SourcesSWNotListedGrid,NA
CA0600027,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""WELL 02"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0600027,2022,SourcesGWNotListedGrid,NA
CA0600027,2022,SourcesSWGrid,NA
CA0600027,2022,SourcesSWNotListedGrid,NA
CA0600032,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""WELL 02                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0600032,2022,SourcesGWNotListedGrid,NA
CA0600032,2022,SourcesSWGrid,NA
CA0600032,2022,SourcesSWNotListedGrid,NA
CA0600033,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0600033,2022,SourcesGWNotListedGrid,NA
CA0600033,2022,SourcesSWGrid,NA
CA0600033,2022,SourcesSWNotListedGrid,NA
CA0600042,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""WELL 02"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0600042,2022,SourcesGWNotListedGrid,NA
CA0600042,2022,SourcesSWGrid,NA
CA0600042,2022,SourcesSWNotListedGrid,NA
CA0600050,2022,SourcesGWGrid,"[{""Opt1"":""003"",""Opt2"":""WELL 02                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0600050,2022,SourcesGWNotListedGrid,NA
CA0600050,2022,SourcesSWGrid,NA
CA0600050,2022,SourcesSWNotListedGrid,NA
CA0600056,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0600056,2022,SourcesGWNotListedGrid,NA
CA0600056,2022,SourcesSWGrid,NA
CA0600056,2022,SourcesSWNotListedGrid,NA
CA0600065,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01 - RAW                           "",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""003"",""Opt2"":""WELL 02 - RAW                           "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0600065,2022,SourcesGWNotListedGrid,NA
CA0600065,2022,SourcesSWGrid,NA
CA0600065,2022,SourcesSWNotListedGrid,NA
CA0600076,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""HORIZONTAL WELL RAW"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0600076,2022,SourcesGWNotListedGrid,NA
CA0600076,2022,SourcesSWGrid,NA
CA0600076,2022,SourcesSWNotListedGrid,NA
CA0605002,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01 - RAW                           "",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""002"",""Opt2"":""WELL 02                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""005"",""Opt2"":""WELL 03"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0605002,2022,SourcesGWNotListedGrid,NA
CA0605002,2022,SourcesSWGrid,NA
CA0605002,2022,SourcesSWNotListedGrid,NA
CA0605004,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""WELL 02                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0605004,2022,SourcesGWNotListedGrid,NA
CA0605004,2022,SourcesSWGrid,NA
CA0605004,2022,SourcesSWNotListedGrid,NA
CA0605005,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 02                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0605005,2022,SourcesGWNotListedGrid,NA
CA0605005,2022,SourcesSWGrid,NA
CA0605005,2022,SourcesSWNotListedGrid,NA
CA0605006,2022,SourcesGWGrid,"[{""Opt1"":""003"",""Opt2"":""WELL 02                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0605006,2022,SourcesGWNotListedGrid,NA
CA0605006,2022,SourcesSWGrid,NA
CA0605006,2022,SourcesSWNotListedGrid,NA
CA0605007,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0605007,2022,SourcesGWNotListedGrid,NA
CA0605007,2022,SourcesSWGrid,NA
CA0605007,2022,SourcesSWNotListedGrid,NA
CA0605011,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 1                                  "",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""002"",""Opt2"":""WELL 2                                  "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0605011,2022,SourcesGWNotListedGrid,NA
CA0605011,2022,SourcesSWGrid,NA
CA0605011,2022,SourcesSWNotListedGrid,NA
CA0605012,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""WELL 03                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0605012,2022,SourcesGWNotListedGrid,NA
CA0605012,2022,SourcesSWGrid,NA
CA0605012,2022,SourcesSWNotListedGrid,NA
CA0605013,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0605013,2022,SourcesGWNotListedGrid,NA
CA0605013,2022,SourcesSWGrid,NA
CA0605013,2022,SourcesSWNotListedGrid,NA
CA0605015,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0605015,2022,SourcesGWNotListedGrid,NA
CA0605015,2022,SourcesSWGrid,NA
CA0605015,2022,SourcesSWNotListedGrid,NA
CA0610003,2022,SourcesGWGrid,"[{""Opt1"":""003"",""Opt2"":""WELL 04                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""005"",""Opt2"":""WELL 05                             XCLD"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0610003,2022,SourcesGWNotListedGrid,NA
CA0610003,2022,SourcesSWGrid,NA
CA0610003,2022,SourcesSWNotListedGrid,NA
CA0701706,2022,SourcesGWGrid,NA
CA0701706,2022,SourcesGWNotListedGrid,NA
CA0701706,2022,SourcesSWGrid,"[{""Opt1"":""001"",""Opt2"":""SOURCE"",""Opt3"":""A"",""Opt4"":""Intake Permanent""}]"
CA0701706,2022,SourcesSWNotListedGrid,NA
CA0701707,2022,SourcesGWGrid,NA
CA0701707,2022,SourcesGWNotListedGrid,NA
CA0701707,2022,SourcesSWGrid,"[{""Opt1"":""001"",""Opt2"":""SOURCE"",""Opt3"":""A"",""Opt4"":""Intake Permanent""}]"
CA0701707,2022,SourcesSWNotListedGrid,NA
CA0706004,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""NORTH WELL - 4992 SANDMOUND"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706004,2022,SourcesGWNotListedGrid,NA
CA0706004,2022,SourcesSWGrid,NA
CA0706004,2022,SourcesSWNotListedGrid,NA
CA0706005,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706005,2022,SourcesGWNotListedGrid,NA
CA0706005,2022,SourcesSWGrid,NA
CA0706005,2022,SourcesSWNotListedGrid,NA
CA0706015,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706015,2022,SourcesGWNotListedGrid,NA
CA0706015,2022,SourcesSWGrid,NA
CA0706015,2022,SourcesSWNotListedGrid,NA
CA0706018,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706018,2022,SourcesGWNotListedGrid,NA
CA0706018,2022,SourcesSWGrid,NA
CA0706018,2022,SourcesSWNotListedGrid,NA
CA0706022,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706022,2022,SourcesGWNotListedGrid,NA
CA0706022,2022,SourcesSWGrid,NA
CA0706022,2022,SourcesSWNotListedGrid,NA
CA0706028,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""SOUTH WELL"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706028,2022,SourcesGWNotListedGrid,NA
CA0706028,2022,SourcesSWGrid,NA
CA0706028,2022,SourcesSWNotListedGrid,NA
CA0706029,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706029,2022,SourcesGWNotListedGrid,NA
CA0706029,2022,SourcesSWGrid,NA
CA0706029,2022,SourcesSWNotListedGrid,NA
CA0706030,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706030,2022,SourcesGWNotListedGrid,NA
CA0706030,2022,SourcesSWGrid,NA
CA0706030,2022,SourcesSWNotListedGrid,NA
CA0706031,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706031,2022,SourcesGWNotListedGrid,NA
CA0706031,2022,SourcesSWGrid,NA
CA0706031,2022,SourcesSWNotListedGrid,NA
CA0706032,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706032,2022,SourcesGWNotListedGrid,NA
CA0706032,2022,SourcesSWGrid,NA
CA0706032,2022,SourcesSWNotListedGrid,NA
CA0706034,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""WELL 2 - EAST WELL"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706034,2022,SourcesGWNotListedGrid,NA
CA0706034,2022,SourcesSWGrid,NA
CA0706034,2022,SourcesSWNotListedGrid,NA
CA0706037,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706037,2022,SourcesGWNotListedGrid,NA
CA0706037,2022,SourcesSWGrid,NA
CA0706037,2022,SourcesSWNotListedGrid,NA
CA0706045,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706045,2022,SourcesGWNotListedGrid,NA
CA0706045,2022,SourcesSWGrid,NA
CA0706045,2022,SourcesSWNotListedGrid,NA
CA0706049,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706049,2022,SourcesGWNotListedGrid,NA
CA0706049,2022,SourcesSWGrid,NA
CA0706049,2022,SourcesSWNotListedGrid,NA
CA0706050,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 1"",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""002"",""Opt2"":""WELL 2"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706050,2022,SourcesGWNotListedGrid,NA
CA0706050,2022,SourcesSWGrid,NA
CA0706050,2022,SourcesSWNotListedGrid,NA
CA0706054,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELLHEAD                                "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706054,2022,SourcesGWNotListedGrid,NA
CA0706054,2022,SourcesSWGrid,NA
CA0706054,2022,SourcesSWNotListedGrid,NA
CA0706056,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706056,2022,SourcesGWNotListedGrid,NA
CA0706056,2022,SourcesSWGrid,NA
CA0706056,2022,SourcesSWNotListedGrid,NA
CA0706059,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 01"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706059,2022,SourcesGWNotListedGrid,NA
CA0706059,2022,SourcesSWGrid,NA
CA0706059,2022,SourcesSWNotListedGrid,NA
CA0706102,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706102,2022,SourcesGWNotListedGrid,NA
CA0706102,2022,SourcesSWGrid,NA
CA0706102,2022,SourcesSWNotListedGrid,NA
CA0706110,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706110,2022,SourcesGWNotListedGrid,NA
CA0706110,2022,SourcesSWGrid,NA
CA0706110,2022,SourcesSWNotListedGrid,NA
CA0706111,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706111,2022,SourcesGWNotListedGrid,NA
CA0706111,2022,SourcesSWGrid,NA
CA0706111,2022,SourcesSWNotListedGrid,NA
CA0706112,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0706112,2022,SourcesGWNotListedGrid,NA
CA0706112,2022,SourcesSWGrid,NA
CA0706112,2022,SourcesSWNotListedGrid,NA
CA0707501,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 02                                 "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707501,2022,SourcesGWNotListedGrid,NA
CA0707501,2022,SourcesSWGrid,NA
CA0707501,2022,SourcesSWNotListedGrid,NA
CA0707502,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707502,2022,SourcesGWNotListedGrid,NA
CA0707502,2022,SourcesSWGrid,NA
CA0707502,2022,SourcesSWNotListedGrid,NA
CA0707503,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707503,2022,SourcesGWNotListedGrid,NA
CA0707503,2022,SourcesSWGrid,NA
CA0707503,2022,SourcesSWNotListedGrid,NA
CA0707507,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""EAST WELL"",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""002"",""Opt2"":""WEST WELL"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707507,2022,SourcesGWNotListedGrid,NA
CA0707507,2022,SourcesSWGrid,NA
CA0707507,2022,SourcesSWNotListedGrid,NA
CA0707509,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL                                    "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707509,2022,SourcesGWNotListedGrid,NA
CA0707509,2022,SourcesSWGrid,NA
CA0707509,2022,SourcesSWNotListedGrid,NA
CA0707517,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707517,2022,SourcesGWNotListedGrid,NA
CA0707517,2022,SourcesSWGrid,NA
CA0707517,2022,SourcesSWNotListedGrid,NA
CA0707519,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707519,2022,SourcesGWNotListedGrid,NA
CA0707519,2022,SourcesSWGrid,NA
CA0707519,2022,SourcesSWNotListedGrid,NA
CA0707521,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707521,2022,SourcesGWNotListedGrid,NA
CA0707521,2022,SourcesSWGrid,NA
CA0707521,2022,SourcesSWNotListedGrid,NA
CA0707532,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707532,2022,SourcesGWNotListedGrid,NA
CA0707532,2022,SourcesSWGrid,NA
CA0707532,2022,SourcesSWNotListedGrid,NA
CA0707534,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707534,2022,SourcesGWNotListedGrid,NA
CA0707534,2022,SourcesSWGrid,NA
CA0707534,2022,SourcesSWNotListedGrid,NA
CA0707542,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707542,2022,SourcesGWNotListedGrid,NA
CA0707542,2022,SourcesSWGrid,NA
CA0707542,2022,SourcesSWNotListedGrid,NA
CA0707545,2022,SourcesGWGrid,"[{""Opt1"":""002"",""Opt2"":""WELL 2 - WEST WELL"",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""003"",""Opt2"":""SOUTH WELL"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707545,2022,SourcesGWNotListedGrid,NA
CA0707545,2022,SourcesSWGrid,NA
CA0707545,2022,SourcesSWNotListedGrid,NA
CA0707547,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707547,2022,SourcesGWNotListedGrid,NA
CA0707547,2022,SourcesSWGrid,NA
CA0707547,2022,SourcesSWNotListedGrid,NA
CA0707550,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707550,2022,SourcesGWNotListedGrid,NA
CA0707550,2022,SourcesSWGrid,NA
CA0707550,2022,SourcesSWNotListedGrid,NA
CA0707553,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707553,2022,SourcesGWNotListedGrid,NA
CA0707553,2022,SourcesSWGrid,NA
CA0707553,2022,SourcesSWNotListedGrid,NA
CA0707556,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""3160 STONE ROAD WELL"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707556,2022,SourcesGWNotListedGrid,NA
CA0707556,2022,SourcesSWGrid,NA
CA0707556,2022,SourcesSWNotListedGrid,NA
CA0707564,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707564,2022,SourcesGWNotListedGrid,NA
CA0707564,2022,SourcesSWGrid,NA
CA0707564,2022,SourcesSWNotListedGrid,NA
CA0707568,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707568,2022,SourcesGWNotListedGrid,NA
CA0707568,2022,SourcesSWGrid,NA
CA0707568,2022,SourcesSWNotListedGrid,NA
CA0707569,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL 1 - 1204 TAYLOR"",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""002"",""Opt2"":""WELL 2 - 1616 TAYLOR"",""Opt3"":""A"",""Opt4"":""Well Permanent""},{""Opt1"":""003"",""Opt2"":""WELL 3 - 1850 TAYLOR"",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707569,2022,SourcesGWNotListedGrid,NA
CA0707569,2022,SourcesSWGrid,NA
CA0707569,2022,SourcesSWNotListedGrid,NA
CA0707570,2022,SourcesGWGrid,"[{""Opt1"":""001"",""Opt2"":""WELL HEAD                               "",""Opt3"":""A"",""Opt4"":""Well Permanent""}]"
CA0707570,2022,SourcesGWNotListedGrid,NA
CA0707570,2022,SourcesSWGrid,NA
